yil,ilce,mahalle,tesis_turu,tesis_sayisi
2023,Tuzla,Akfırat Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Tuzla,Akfırat Mahallesi,Sanayi ve Fabrika,6
2023,Tuzla,Anadolu Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Tuzla,Anadolu Mahallesi,Sanayi ve Fabrika,14
2023,Tuzla,Aydınlı Mahallesi,Eğitim Tesisi (Okul vb.),16
2023,Tuzla,Aydınlı Mahallesi,Sanayi ve Fabrika,207
2023,Tuzla,Aydıntepe Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Tuzla,Aydıntepe Mahallesi,Sanayi ve Fabrika,2
2023,Tuzla,Cami Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Tuzla,Cami Mahallesi,Sanayi ve Fabrika,1
2023,Tuzla,Evliya Çelebi Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Tuzla,Evliya Çelebi Mahallesi,Sanayi ve Fabrika,5
2023,Tuzla,Fatih Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Tuzla,Fatih Mahallesi,Sanayi ve Fabrika,3
2023,Tuzla,Mescit Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Tuzla,Mescit Mahallesi,Sanayi ve Fabrika,17
2023,Tuzla,Mimar Sinan Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Tuzla,Orhanlı Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Tuzla,Orhanlı Mahallesi,Sanayi ve Fabrika,358
2023,Tuzla,Orta Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Tuzla,Orta Mahallesi,Sanayi ve Fabrika,20
2023,Tuzla,Postane Mahallesi,Eğitim Tesisi (Okul vb.),16
2023,Tuzla,Postane Mahallesi,Sanayi ve Fabrika,4
2023,Tuzla,Tepeören Mahallesi,Eğitim Tesisi (Okul vb.),14
2023,Tuzla,Tepeören Mahallesi,Sanayi ve Fabrika,70
2023,Tuzla,Yayla Mahallesi,Eğitim Tesisi (Okul vb.),12
2023,Tuzla,Yayla Mahallesi,Sanayi ve Fabrika,11
2023,Tuzla,İstasyon Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Tuzla,İstasyon Mahallesi,Sanayi ve Fabrika,45
2023,Tuzla,İçmeler Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Tuzla,İçmeler Mahallesi,Sanayi ve Fabrika,2
2023,Tuzla,Şifa Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Tuzla,Şifa Mahallesi,Sanayi ve Fabrika,7
2023,Zeytinburnu,Beştelsiz Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Zeytinburnu,Gökalp Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Zeytinburnu,Kazlıçeşme Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Zeytinburnu,Kazlıçeşme Mahallesi,Sanayi ve Fabrika,5
2023,Zeytinburnu,Maltepe Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Zeytinburnu,Maltepe Mahallesi,Sanayi ve Fabrika,23
2023,Zeytinburnu,Merkezefendi Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Zeytinburnu,Nuripaşa Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Zeytinburnu,Seyitnizam Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Zeytinburnu,Sümer Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Zeytinburnu,Telsiz Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Zeytinburnu,Veliefendi Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Zeytinburnu,Yenidoğan Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Zeytinburnu,Yeşiltepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Zeytinburnu,Çırpıcı Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Çatalca,Atatürk Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Çatalca,Atatürk Mahallesi,Sanayi ve Fabrika,4
2023,Çatalca,Belgrat Mahallesi,Sanayi ve Fabrika,2
2023,Çatalca,Fatih Mahallesi,Sanayi ve Fabrika,1
2023,Çatalca,Ferhatpaşa Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Çatalca,Ferhatpaşa Mahallesi,Sanayi ve Fabrika,6
2023,Çatalca,Gökçeali Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Çatalca,Gümüşpınar Mahallesi,Sanayi ve Fabrika,1
2023,Çatalca,Hallaçlı Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Çatalca,Hallaçlı Mahallesi,Sanayi ve Fabrika,2
2023,Çatalca,Kaleiçi Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Çatalca,Kaleiçi Mahallesi,Sanayi ve Fabrika,8
2023,Çatalca,Karacaköy Merkez Mahallesi,Sanayi ve Fabrika,2
2023,Çatalca,Karamandere Mahallesi,Sanayi ve Fabrika,2
2023,Çatalca,Muratbey Merkez Mahallesi,Sanayi ve Fabrika,8
2023,Çatalca,Nakkaş Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Çatalca,Nakkaş Mahallesi,Sanayi ve Fabrika,2
2023,Çatalca,Ovayenice Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Çatalca,Subaşı Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Çatalca,Subaşı Mahallesi,Sanayi ve Fabrika,2
2023,Çatalca,Yalıköy Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Çatalca,Yalıköy Mahallesi,Sanayi ve Fabrika,4
2023,Çatalca,Çakıl Mahallesi,Sanayi ve Fabrika,8
2023,Çatalca,Örcünlü Mahallesi,Sanayi ve Fabrika,1
2023,Çatalca,İnceğiz Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Çekmeköy,Alemdağ Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Çekmeköy,Alemdağ Mahallesi,Sanayi ve Fabrika,2
2023,Çekmeköy,Aydınlar Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Çekmeköy,Aydınlar Mahallesi,Sanayi ve Fabrika,2
2023,Çekmeköy,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Çekmeköy,Ekşioğlu Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Çekmeköy,Ekşioğlu Mahallesi,Sanayi ve Fabrika,4
2023,Çekmeköy,Hamidiye Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Çekmeköy,Hüseyinli Mahallesi,Sanayi ve Fabrika,4
2023,Çekmeköy,Kirazlıdere Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Çekmeköy,Mehmet Akif Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Çekmeköy,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),22
2023,Çekmeköy,Merkez Mahallesi,Sanayi ve Fabrika,12
2023,Çekmeköy,Mimar Sinan Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Çekmeköy,Nişantepe Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Çekmeköy,Nişantepe Mahallesi,Sanayi ve Fabrika,20
2023,Çekmeköy,Soğukpınar Mahallesi,Sanayi ve Fabrika,1
2023,Çekmeköy,Sultançiftliği Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Çekmeköy,Sırapınar Mahallesi,Sanayi ve Fabrika,3
2023,Çekmeköy,Taşdelen Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Çekmeköy,Taşdelen Mahallesi,Sanayi ve Fabrika,2
2023,Çekmeköy,Çamlık Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Çekmeköy,Çatalmeşe Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Çekmeköy,Çatalmeşe Mahallesi,Sanayi ve Fabrika,6
2023,Çekmeköy,Ömerli Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Çekmeköy,Ömerli Mahallesi,Sanayi ve Fabrika,14
2023,Çorlu,Seymen Mahallesi,Sanayi ve Fabrika,1
2023,Ümraniye,Adem Yavuz Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Ümraniye,Altınşehir Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Ümraniye,Armağanevler Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Ümraniye,Armağanevler Mahallesi,Sanayi ve Fabrika,2
2023,Ümraniye,Atakent Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Ümraniye,Atatürk Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Ümraniye,Aşağı Dudullu Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Ümraniye,Dudullu OSB Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Ümraniye,Dudullu OSB Mahallesi,Sanayi ve Fabrika,195
2023,Ümraniye,Dumlupınar Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Ümraniye,Elmalıkent Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Ümraniye,Esenevler Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Ümraniye,Esenkent Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Ümraniye,Esenkent Mahallesi,Sanayi ve Fabrika,5
2023,Ümraniye,Esenşehir Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Ümraniye,Esenşehir Mahallesi,Sanayi ve Fabrika,3
2023,Ümraniye,Fatih Sultan Mehmet Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Ümraniye,Finanskent Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Ümraniye,Hekimbaşı Mahallesi,Sanayi ve Fabrika,1
2023,Ümraniye,Kazım Karabekir Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Ümraniye,Madenler Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Ümraniye,Madenler Mahallesi,Sanayi ve Fabrika,3
2023,Ümraniye,Mehmet Akif Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Ümraniye,Namık Kemal Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Ümraniye,Namık Kemal Mahallesi,Sanayi ve Fabrika,1
2023,Ümraniye,Necip Fazıl Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Ümraniye,Necip Fazıl Mahallesi,Sanayi ve Fabrika,2
2023,Ümraniye,Parseller Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Ümraniye,Site Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Ümraniye,Tantavi Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Ümraniye,Tatlısu Mahallesi,Sanayi ve Fabrika,2
2023,Ümraniye,Tepeüstü Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Ümraniye,Topağacı Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Ümraniye,Yamanevler Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Ümraniye,Yamanevler Mahallesi,Sanayi ve Fabrika,4
2023,Ümraniye,Yukarı Dudullu Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Ümraniye,Yukarı Dudullu Mahallesi,Sanayi ve Fabrika,2
2023,Ümraniye,Çakmak Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Ümraniye,Çamlık Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Ümraniye,İnkılap Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Ümraniye,İstiklal Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Ümraniye,Şerifali Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Üsküdar,Acıbadem Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Üsküdar,Ahmediye Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Üsküdar,Altunizade Mahallesi,Eğitim Tesisi (Okul vb.),18
2023,Üsküdar,Aziz Mahmut Hüdayi Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Üsküdar,Bahçelievler Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Üsküdar,Barbaros Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Üsküdar,Barbaros Mahallesi,Sanayi ve Fabrika,1
2023,Üsküdar,Beylerbeyi Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Üsküdar,Bulgurlu Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Üsküdar,Burhaniye Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Üsküdar,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Üsküdar,Ferah Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Üsküdar,Güzeltepe Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Üsküdar,Kandilli Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Üsküdar,Kirazlıtepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Üsküdar,Kuleli Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Üsküdar,Kuzguncuk Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Üsküdar,Küplüce Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Üsküdar,Küçük Çamlıca Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Üsküdar,Küçük Çamlıca Mahallesi,Sanayi ve Fabrika,2
2023,Üsküdar,Küçüksu Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Üsküdar,Kısıklı Mahallesi,Eğitim Tesisi (Okul vb.),12
2023,Üsküdar,Mehmet Akif Ersoy Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Üsküdar,Mimar Sinan Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Üsküdar,Muratreis Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Üsküdar,Salacak Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Üsküdar,Selami Ali Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Üsküdar,Selimiye Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Üsküdar,Sultantepe Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Üsküdar,Valide-i Atik Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Üsküdar,Yavuztürk Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Üsküdar,Zeynep Kamil Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Üsküdar,Çengelköy Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Üsküdar,Ünalan Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Üsküdar,Ünalan Mahallesi,Sanayi ve Fabrika,4
2023,Üsküdar,İcadiye Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şile,Ahmetli Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Şile,Ahmetli Mahallesi,Sanayi ve Fabrika,1
2023,Şile,Alacalı Mahallesi,Sanayi ve Fabrika,2
2023,Şile,Ağva Merkez Mahallesi,Sanayi ve Fabrika,1
2023,Şile,Balibey Mahallesi,Sanayi ve Fabrika,2
2023,Şile,Doğancılı Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Şile,Hacı Kasım Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Şile,Kızılcaköy Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şile,Meşrutiyet Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Şile,Sahilköy Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Şile,Sahilköy Mahallesi,Sanayi ve Fabrika,1
2023,Şile,Sofular Mahallesi,Sanayi ve Fabrika,2
2023,Şile,Teke Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şile,Çavuş Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Şile,Çayırbaşı Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Şişli,19 Mayıs Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şişli,Bozkurt Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şişli,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Şişli,Duatepe Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Şişli,Esentepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şişli,Feriköy Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Şişli,Fulya Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Şişli,Gülbahar Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şişli,Halaskargazi Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şişli,Halide Edip Adıvar Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şişli,Harbiye Mahallesi,Eğitim Tesisi (Okul vb.),14
2023,Şişli,Mecidiyeköy Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Şişli,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Şişli,Meşrutiyet Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Şişli,Paşa Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Şişli,Teşvikiye Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Şişli,İnönü Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Şişli,İzzetpaşa Mahallesi,Eğitim Tesisi (Okul vb.),1
