yil,ilce,mahalle,tesis_turu,tesis_sayisi
2023,Gaziosmanpaşa,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Gaziosmanpaşa,Merkez Mahallesi,Sanayi ve Fabrika,1
2023,Gaziosmanpaşa,Mevlana Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Gaziosmanpaşa,Sarıgöl Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Gaziosmanpaşa,Yeni Mahalle Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Gaziosmanpaşa,Yenidoğan Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Gaziosmanpaşa,Yıldıztabya Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Gaziosmanpaşa,Şemsipaşa Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Gebze,Balçık Mahallesi,Sanayi ve Fabrika,2
2023,Güngören,Abdurrahman Nafiz Gürman Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Güngören,Gençosman Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Güngören,Güneştepe Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Güngören,Haznedar Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Güngören,Mareşal Çakmak Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Güngören,Mehmet Nesih Özmen Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Güngören,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Güngören,Sanayi Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Güngören,Sanayi Mahallesi,Sanayi ve Fabrika,1
2023,Güngören,Tozkoparan Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Güngören,Tozkoparan Mahallesi,Sanayi ve Fabrika,1
2023,Kadıköy,19 Mayıs Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Kadıköy,Acıbadem Mahallesi,Eğitim Tesisi (Okul vb.),11
2023,Kadıköy,Acıbadem Mahallesi,Sanayi ve Fabrika,3
2023,Kadıköy,Bostancı Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Kadıköy,Caddebostan Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Kadıköy,Caferağa Mahallesi,Eğitim Tesisi (Okul vb.),16
2023,Kadıköy,Dumlupınar Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Kadıköy,Erenköy Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Kadıköy,Eğitim Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Kadıköy,Fenerbahçe Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Kadıköy,Feneryolu Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Kadıköy,Göztepe Mahallesi,Eğitim Tesisi (Okul vb.),16
2023,Kadıköy,Hasanpaşa Mahallesi,Eğitim Tesisi (Okul vb.),11
2023,Kadıköy,Kozyatağı Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Kadıköy,Koşuyolu Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Kadıköy,Merdivenköy Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Kadıköy,Osmanağa Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Kadıköy,Rasimpaşa Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Kadıköy,Rasimpaşa Mahallesi,Sanayi ve Fabrika,1
2023,Kadıköy,Sahrayıcedit Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Kadıköy,Suadiye Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Kadıköy,Zühtüpaşa Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Kartal,Atalar Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Kartal,Cevizli Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Kartal,Cevizli Mahallesi,Sanayi ve Fabrika,1
2023,Kartal,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Kartal,Cumhuriyet Mahallesi,Sanayi ve Fabrika,6
2023,Kartal,Esentepe Mahallesi,Eğitim Tesisi (Okul vb.),15
2023,Kartal,Esentepe Mahallesi,Sanayi ve Fabrika,19
2023,Kartal,Gümüşpınar Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Kartal,Hürriyet Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Kartal,Hürriyet Mahallesi,Sanayi ve Fabrika,1
2023,Kartal,Karlıktepe Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Kartal,Karlıktepe Mahallesi,Sanayi ve Fabrika,1
2023,Kartal,Orhantepe Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Kartal,Orta Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Kartal,Petrol İş Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Kartal,Soğanlık Yeni Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Kartal,Topselvi Mahalesi,Eğitim Tesisi (Okul vb.),3
2023,Kartal,Topselvi Mahalesi,Sanayi ve Fabrika,4
2023,Kartal,Uğur Mumcu Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Kartal,Yakacık Yeni Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Kartal,Yakacık Çarşı Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Kartal,Yakacık Çarşı Mahallesi,Sanayi ve Fabrika,1
2023,Kartal,Yalı Mahallesi,Sanayi ve Fabrika,1
2023,Kartal,Yukarı Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Kartal,Yunus Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Kartal,Yunus Mahallesi,Sanayi ve Fabrika,3
2023,Kartal,Çavuşoğlu Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Kartal,Çavuşoğlu Mahallesi,Sanayi ve Fabrika,7
2023,Kâğıthane,Gültepe Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Kâğıthane,Gürsel Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Kâğıthane,Hamidiye Mahallesi,Eğitim Tesisi (Okul vb.),16
2023,Kâğıthane,Harmantepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Kâğıthane,Hürriyet Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Kâğıthane,Mehmet Akif Ersoy Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Kâğıthane,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),24
2023,Kâğıthane,Nurtepe Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Kâğıthane,Nurtepe Mahallesi,Sanayi ve Fabrika,2
2023,Kâğıthane,Ortabayır Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Kâğıthane,Seyrantepe Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Kâğıthane,Sultan Selim Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Kâğıthane,Talatpaşa Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Kâğıthane,Telsizler Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Kâğıthane,Yahya Kemal Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Kâğıthane,Yeşilce Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Kâğıthane,Yeşilce Mahallesi,Sanayi ve Fabrika,1
2023,Kâğıthane,Çağlayan Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Kâğıthane,Çeliktepe Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Küçükçekmece,Atakent Mahallesi,Eğitim Tesisi (Okul vb.),58
2023,Küçükçekmece,Atatürk Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Küçükçekmece,Atatürk Mahallesi,Sanayi ve Fabrika,4
2023,Küçükçekmece,Beşyol Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Küçükçekmece,Cennet Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Küçükçekmece,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Küçükçekmece,Fatih Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Küçükçekmece,Fevzi Çakmak Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Küçükçekmece,Fevzi Çakmak Mahallesi,Sanayi ve Fabrika,1
2023,Küçükçekmece,Gültepe Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Küçükçekmece,Halkalı Merkez Mahallesi,Eğitim Tesisi (Okul vb.),13
2023,Küçükçekmece,Kanarya Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Küçükçekmece,Kartaltepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Küçükçekmece,Kemalpaşa Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Küçükçekmece,Mehmet Akif Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Küçükçekmece,Mehmet Akif Mahallesi,Sanayi ve Fabrika,2
2023,Küçükçekmece,Sultan Murat Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Küçükçekmece,Söğütlü Çeşme Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Küçükçekmece,Söğütlü Çeşme Mahallesi,Sanayi ve Fabrika,1
2023,Küçükçekmece,Tevfikbey Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Küçükçekmece,Tevfikbey Mahallesi,Sanayi ve Fabrika,1
2023,Küçükçekmece,Yarımburgaz Mahallesi,Sanayi ve Fabrika,2
2023,Küçükçekmece,Yeni Mahalle Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Küçükçekmece,Yeşilova Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Küçükçekmece,İnönü Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Küçükçekmece,İnönü Mahallesi,Sanayi ve Fabrika,1
2023,Küçükçekmece,İstasyon Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Küçükçekmece,İstasyon Mahallesi,Sanayi ve Fabrika,1
2023,Maltepe,Altayçeşme Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Maltepe,Altıntepe Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Maltepe,Altıntepe Mahallesi,Sanayi ve Fabrika,1
2023,Maltepe,Aydınevler Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Maltepe,Aydınevler Mahallesi,Sanayi ve Fabrika,2
2023,Maltepe,Bağlarbaşı Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Maltepe,Bağlarbaşı Mahallesi,Sanayi ve Fabrika,1
2023,Maltepe,Başıbüyük Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Maltepe,Büyükbakkalköy Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Maltepe,Büyükbakkalköy Mahallesi,Sanayi ve Fabrika,1
2023,Maltepe,Cevizli Mahallesi,Eğitim Tesisi (Okul vb.),11
2023,Maltepe,Cevizli Mahallesi,Sanayi ve Fabrika,6
2023,Maltepe,Esenkent Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Maltepe,Feyzullah Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Maltepe,Fındıklı Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Maltepe,Girne Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Maltepe,Gülensu Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Maltepe,Gülsuyu Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Maltepe,Küçükyalı Merkez Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Maltepe,Yalı Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Maltepe,Yalı Mahallesi,Sanayi ve Fabrika,1
2023,Maltepe,Zümrütevler Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Maltepe,Zümrütevler Mahallesi,Sanayi ve Fabrika,1
2023,Maltepe,İdealtepe Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Pendik,Ahmet Yesevi Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Pendik,Bahçelievler Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Pendik,Bahçelievler Mahallesi,Sanayi ve Fabrika,3
2023,Pendik,Batı Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Pendik,Doğu Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Pendik,Dumlupınar Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Pendik,Dumlupınar Mahallesi,Sanayi ve Fabrika,1
2023,Pendik,Ertuğrul Gazi Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Pendik,Esenler Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Pendik,Esenler Mahallesi,Sanayi ve Fabrika,10
2023,Pendik,Esenyalı Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Pendik,Fatih Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Pendik,Fevzi Çakmak Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Pendik,Göçbeyli Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Pendik,Göçbeyli Mahallesi,Sanayi ve Fabrika,2
2023,Pendik,Güllü Bağlar Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Pendik,Güllü Bağlar Mahallesi,Sanayi ve Fabrika,1
2023,Pendik,Güzelyalı Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Pendik,Güzelyalı Mahallesi,Sanayi ve Fabrika,6
2023,Pendik,Harmandere Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Pendik,Harmandere Mahallesi,Sanayi ve Fabrika,2
2023,Pendik,Kavakpınar Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Pendik,Kavakpınar Mahallesi,Sanayi ve Fabrika,6
2023,Pendik,Kaynarca Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Pendik,Kaynarca Mahallesi,Sanayi ve Fabrika,2
2023,Pendik,Kurna Mahallesi,Sanayi ve Fabrika,4
2023,Pendik,Kurtköy Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Pendik,Kurtköy Mahallesi,Sanayi ve Fabrika,3
2023,Pendik,Orhangazi Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Pendik,Orta Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Pendik,Ramazanoğlu Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Pendik,Ramazanoğlu Mahallesi,Sanayi ve Fabrika,13
2023,Pendik,Sanayi Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Pendik,Sanayi Mahallesi,Sanayi ve Fabrika,12
2023,Pendik,Sapan Bağları Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Pendik,Sülüntepe Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Pendik,Velibaba Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Pendik,Velibaba Mahallesi,Sanayi ve Fabrika,6
2023,Pendik,Yayalar Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Pendik,Yayalar Mahallesi,Sanayi ve Fabrika,1
2023,Pendik,Yeni Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Pendik,Yenişehir Mahallesi,Eğitim Tesisi (Okul vb.),23
2023,Pendik,Yeşilbağlar Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Pendik,Yeşilbağlar Mahallesi,Sanayi ve Fabrika,2
2023,Pendik,Çamlık Mahallesi,Eğitim Tesisi (Okul vb.),12
2023,Pendik,Çamlık Mahallesi,Sanayi ve Fabrika,1
2023,Pendik,Çamçeşme Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Pendik,Çamçeşme Mahallesi,Sanayi ve Fabrika,4
2023,Pendik,Çınardere Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Pendik,Çınardere Mahallesi,Sanayi ve Fabrika,1
2023,Pendik,Şeyhli Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Sancaktepe,Abdurrahmangazi Mahallesi,Eğitim Tesisi (Okul vb.),12
2023,Sancaktepe,Abdurrahmangazi Mahallesi,Sanayi ve Fabrika,16
2023,Sancaktepe,Akpınar Mahallesi,Sanayi ve Fabrika,1
2023,Sancaktepe,Atatürk Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Sancaktepe,Atatürk Mahallesi,Sanayi ve Fabrika,1
2023,Sancaktepe,Emek Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sancaktepe,Emek Mahallesi,Sanayi ve Fabrika,7
2023,Sancaktepe,Eyüp Sultan Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Sancaktepe,Eyüp Sultan Mahallesi,Sanayi ve Fabrika,15
2023,Sancaktepe,Fatih Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Sancaktepe,Fatih Mahallesi,Sanayi ve Fabrika,10
2023,Sancaktepe,Hilal Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sancaktepe,Hilal Mahallesi,Sanayi ve Fabrika,4
2023,Sancaktepe,Kemal Türkler Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sancaktepe,Kemal Türkler Mahallesi,Sanayi ve Fabrika,2
2023,Sancaktepe,Meclis Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Sancaktepe,Meclis Mahallesi,Sanayi ve Fabrika,4
2023,Sancaktepe,Merve Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sancaktepe,Merve Mahallesi,Sanayi ve Fabrika,37
2023,Sancaktepe,Mevlana Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sancaktepe,Osmangazi Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Sancaktepe,Osmangazi Mahallesi,Sanayi ve Fabrika,5
2023,Sancaktepe,Paşaköy Mahallesi,Sanayi ve Fabrika,20
2023,Sancaktepe,Safa Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sancaktepe,Safa Mahallesi,Sanayi ve Fabrika,6
2023,Sancaktepe,Sarıgazi Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Sancaktepe,Sarıgazi Mahallesi,Sanayi ve Fabrika,1
2023,Sancaktepe,Veysel Karani Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Sancaktepe,Yenidoğan Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sancaktepe,Yenidoğan Mahallesi,Sanayi ve Fabrika,1
2023,Sancaktepe,Yunus Emre Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Sancaktepe,Yunus Emre Mahallesi,Sanayi ve Fabrika,2
2023,Sancaktepe,İnönü Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Sarıyer,Ayazağa Mahallesi,Eğitim Tesisi (Okul vb.),14
2023,Sarıyer,Ayazağa Mahallesi,Sanayi ve Fabrika,2
2023,Sarıyer,Bahçeköy Merkez Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sarıyer,Bahçeköy Yeni Mahalle,Eğitim Tesisi (Okul vb.),1
2023,Sarıyer,Fatih Sultan Mehmet Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sarıyer,Ferahevler Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sarıyer,Gümüşdere Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sarıyer,Gümüşdere Mahallesi,Sanayi ve Fabrika,2
2023,Sarıyer,Huzur Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sarıyer,Kocataş Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sarıyer,Kumköy (Kilyos) Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Sarıyer,Maslak Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Sarıyer,Maslak Mahallesi,Sanayi ve Fabrika,1
2023,Sarıyer,Merkez Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sarıyer,PTT Evleri Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sarıyer,PTT Evleri Mahallesi,Sanayi ve Fabrika,3
2023,Sarıyer,Poligon Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sarıyer,Pınar Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sarıyer,Reşitpaşa Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Sarıyer,Rumelifeneri Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sarıyer,Rumelihisarı Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Sarıyer,Uskumruköy Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Sarıyer,Zekeriyaköy Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Sarıyer,Zekeriyaköy Mahallesi,Sanayi ve Fabrika,1
2023,Sarıyer,Çamlıtepe Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sarıyer,Çayırbaşı Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sarıyer,İstinye Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Silivri,Akören Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Akören Mahallesi,Sanayi ve Fabrika,1
2023,Silivri,Alibey Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Alipaşa Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Alipaşa Mahallesi,Sanayi ve Fabrika,45
2023,Silivri,Bekirli Mahallesi,Sanayi ve Fabrika,1
2023,Silivri,Beyciler Mahallesi,Sanayi ve Fabrika,3
2023,Silivri,Büyük Kılıçlı Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Büyük Kılıçlı Mahallesi,Sanayi ve Fabrika,6
2023,Silivri,Büyük Çavuşlu Mahallesi,Sanayi ve Fabrika,3
2023,Silivri,Değirmenköy Fevzipaşa Mahallesi,Sanayi ve Fabrika,30
2023,Silivri,Fener Mahallesi,Sanayi ve Fabrika,6
2023,Silivri,Gümüşyaka Mahallesi,Sanayi ve Fabrika,2
2023,Silivri,Kavaklı İstiklal Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Kurfallı Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Mimar Sinan Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Silivri,Mimar Sinan Mahallesi,Sanayi ve Fabrika,6
2023,Silivri,Ortaköy Mahallesi,Sanayi ve Fabrika,2
2023,Silivri,Piri Mehmet Paşa Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Sayalar Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Sayalar Mahallesi,Sanayi ve Fabrika,1
2023,Silivri,Selimpaşa Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Silivri,Selimpaşa Mahallesi,Sanayi ve Fabrika,2
2023,Silivri,Semizkumlar Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Semizkumlar Mahallesi,Sanayi ve Fabrika,2
2023,Silivri,Seymen Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Seymen Mahallesi,Sanayi ve Fabrika,7
2023,Silivri,Yeni Mahalle,Eğitim Tesisi (Okul vb.),12
2023,Silivri,Yolçatı Mahallesi,Sanayi ve Fabrika,1
2023,Silivri,Çanta Balaban Mahallesi,Sanayi ve Fabrika,40
2023,Silivri,Çanta Sancaktepe Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Silivri,Çanta Sancaktepe Mahallesi,Sanayi ve Fabrika,22
2023,Silivri,Çayırdere Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Çayırdere Mahallesi,Sanayi ve Fabrika,2
2023,Silivri,Çeltik Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Silivri,Çeltik Mahallesi,Sanayi ve Fabrika,3
2023,Sultanbeyli,Abdurrahmangazi Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Sultanbeyli,Abdurrahmangazi Mahallesi,Sanayi ve Fabrika,1
2023,Sultanbeyli,Adil Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Sultanbeyli,Adil Mahallesi,Sanayi ve Fabrika,11
2023,Sultanbeyli,Ahmet Yesevi Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Sultanbeyli,Ahmet Yesevi Mahallesi,Sanayi ve Fabrika,13
2023,Sultanbeyli,Akşemsettin Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Sultanbeyli,Akşemsettin Mahallesi,Sanayi ve Fabrika,16
2023,Sultanbeyli,Battalgazi Mahallesi,Eğitim Tesisi (Okul vb.),14
2023,Sultanbeyli,Battalgazi Mahallesi,Sanayi ve Fabrika,6
2023,Sultanbeyli,Fatih Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Sultanbeyli,Hamidiye Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Sultanbeyli,Hamidiye Mahallesi,Sanayi ve Fabrika,6
2023,Sultanbeyli,Hasanpaşa Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Sultanbeyli,Hasanpaşa Mahallesi,Sanayi ve Fabrika,1
2023,Sultanbeyli,Mecidiye Mahallesi,Eğitim Tesisi (Okul vb.),8
2023,Sultanbeyli,Mehmet Akif Mahallesi,Eğitim Tesisi (Okul vb.),12
2023,Sultanbeyli,Mehmet Akif Mahallesi,Sanayi ve Fabrika,4
2023,Sultanbeyli,Mimar Sinan Mahallesi,Eğitim Tesisi (Okul vb.),16
2023,Sultanbeyli,Mimar Sinan Mahallesi,Sanayi ve Fabrika,12
2023,Sultanbeyli,Necip Fazıl Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Sultanbeyli,Orhangazi Mahallesi,Eğitim Tesisi (Okul vb.),7
2023,Sultanbeyli,Orhangazi Mahallesi,Sanayi ve Fabrika,7
2023,Sultanbeyli,Turgut Reis Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Sultanbeyli,Turgut Reis Mahallesi,Sanayi ve Fabrika,4
2023,Sultanbeyli,Yavuz Selim Mahallesi,Eğitim Tesisi (Okul vb.),3
2023,Sultanbeyli,Yavuz Selim Mahallesi,Sanayi ve Fabrika,2
2023,Sultangazi,50. Yıl Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Sultangazi,75. Yıl Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sultangazi,Cebeci Mahallesi,Eğitim Tesisi (Okul vb.),10
2023,Sultangazi,Cebeci Mahallesi,Sanayi ve Fabrika,2
2023,Sultangazi,Cumhuriyet Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sultangazi,Esentepe Mahallesi,Eğitim Tesisi (Okul vb.),4
2023,Sultangazi,Esentepe Mahallesi,Sanayi ve Fabrika,7
2023,Sultangazi,Eski Habipler Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Sultangazi,Eski Habipler Mahallesi,Sanayi ve Fabrika,1
2023,Sultangazi,Gazi Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Sultangazi,Habibler Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sultangazi,Habibler Mahallesi,Sanayi ve Fabrika,2
2023,Sultangazi,Malkoçoğlu Mahallesi,Eğitim Tesisi (Okul vb.),1
2023,Sultangazi,Sultançiftliği Mahallesi,Eğitim Tesisi (Okul vb.),5
2023,Sultangazi,Uğur Mumcu Mahallesi,Eğitim Tesisi (Okul vb.),6
2023,Sultangazi,Uğur Mumcu Mahallesi,Sanayi ve Fabrika,2
2023,Sultangazi,Yunus Emre Mahallesi,Eğitim Tesisi (Okul vb.),9
2023,Sultangazi,Zübeyde Hanım Mahallesi,Eğitim Tesisi (Okul vb.),2
2023,Sultangazi,İsmetpaşa Mahallesi,Eğitim Tesisi (Okul vb.),10
