ilce,mahalle,anahtar,yil,nufus,tuketim_dasimetrik,nufus_orani,ariza_sayisi,cevaplanan_ariza,sikayet_sayisi,cevaplanan_sikayet,kesinti_suresi_saat,kesinti_adet,egitim_tesisi_sayisi,sanayi_tesis_sayisi,ariza_yogunlugu,nufus_basi_tuketim,boru_stres_endeksi,sikayet_ariza_orani,ort_kesinti_suresi,komsu_ort_ariza,komsu_sayisi,ariza_trend
ADALAR,BURGAZADA,ADALAR|BURGAZADA,2022,0.5350307132796951,152111.90897677338,0.098556183301946,0.9126219988928206,430.0,0.6613720928498814,36.0,0.5589746607448376,4.0,0.16260831227163414,0.0,0.5475326329639948,0.9412155063581142,46989.98462021343,0.05912434991984352,0.3653166267828014,0.7690777935448372,0.0,0.24623647027160875
ADALAR,HEYBELİADA,ADALAR|HEYBELİADA,2022,0.6467000090864248,428626.16898932826,0.2777150031387319,0.8359410367612548,275.0,0.55050209871912,18.0,0.6580379188778386,3.0,0.3252166245432683,0.0,0.40004795817311656,0.9412155063581142,27903.331073446327,0.05250790976037487,0.5245046962433377,0.7690777935448372,0.0,0.24623647027160875
ADALAR,KINALIADA,ADALAR|KINALIADA,2022,0.5578368204518876,187959.9384808537,0.1217827997489014,0.8917909447313213,380.0,0.5422170729953125,12.0,0.13891549469733175,1.0,0.0,0.0,0.5139567318458169,0.9412155063581142,40789.2443816698,0.03462591236372561,0.16107185858548023,0.7690777935448372,0.0,0.24623647027160875
ADALAR,MADEN,ADALAR|MADEN,2022,0.6414314149977944,408183.1035153798,0.2644695543000627,0.7748429718513588,178.0,0.6430898052058168,26.0,0.5370818384353803,4.0,0.16260831227163414,0.0,0.36564953967070546,0.9412155063581142,18408.447583176396,0.12944860704064048,0.3440715065265418,0.653136872709057,0.244650542118226,0.24623647027160875
ADALAR,NİZAM,ADALAR|NİZAM,2022,0.6298250719291084,366521.8800376648,0.2374764595103578,0.777142113254013,184.0,0.565998471340334,20.0,0.31297393420317376,1.0,0.3252166245432683,0.0,0.3771803053265841,0.9412155063581142,18699.107281858127,0.08399694666361714,0.3628917953375239,0.6494428903412209,0.244650542118226,0.24623647027160875
ARNAVUTKÖY,ADNAN MENDERES,ARNAVUTKÖY|ADNAN MENDERES,2022,0.6526956721484102,275717.82889534504,0.0145949640040817,0.6158275425252098,64.0,0.44255177548375724,11.0,0.5262588051047247,2.0,0.257728077256096,0.0,0.25645208099615885,0.6751089155944487,3772.918761877717,0.1183279956355462,0.46536060128995327,0.5996854617974541,0.686820903599663,0.24623647027160875
ARNAVUTKÖY,ANADOLU,ARNAVUTKÖY|ANADOLU,2022,0.9220467226119146,3352238.3199283513,0.1774487990438535,0.9254077740613651,529.0,1.0,270.0,0.8207255702422869,14.0,0.42033638952773006,0.0,0.22263092561910533,0.6751089155944487,31185.531641145502,0.3109133039489857,0.38390792066383533,0.7010894227775327,0.5680609671737329,0.24623647027160875
ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,ARNAVUTKÖY|ARNAVUTKÖY MERKEZ,2022,0.8100742457685716,1186759.8061775048,0.0628204448078189,0.8384715491319733,293.0,0.8288514243257132,104.0,0.6596596924578093,7.0,0.0,0.0,0.2619503336298725,0.6751089155944487,17272.89370672142,0.2266242525573699,0.3595010687250374,0.7186370974009674,0.7755238700769802,0.24623647027160875
ARNAVUTKÖY,ATATÜRK,ARNAVUTKÖY|ATATÜRK,2022,0.7626124024118047,764192.9048472006,0.040452109981807,0.6670780086228785,91.0,0.6698544548109717,42.0,0.736608130361042,10.0,0.0,0.0,0.19872162050691639,0.6751089155944487,5364.618864544878,0.28311993794158374,0.36675947249753205,0.7337605517250888,0.6324124771567161,0.24623647027160875
ARNAVUTKÖY,BAKLALI,ARNAVUTKÖY|BAKLALI,2022,0.44345630443850087,39556.69514406168,0.0020939108075131,0.6999973177217712,114.0,0.5584187769777513,22.0,0.3871014121338463,3.0,0.0,0.0,0.4907156040329582,0.6751089155944487,6720.511544594682,0.13164611818655403,0.2526964313196082,0.6389771778336191,0.5680609671737329,0.24623647027160875
ARNAVUTKÖY,BALABAN,ARNAVUTKÖY|BALABAN,2022,0.3528342806094592,17037.086284104065,0.0009018483209706,0.6793789016653243,99.0,0.34655868922470867,6.0,0.5693776547950605,3.0,0.0,0.0,0.557369581826726,0.6751089155944487,5836.2337097795935,0.04389821950888257,0.4305537485528693,0.42826942553275754,0.7755238700769802,0.24623647027160875
