valid_key_count,poi_rows_before,poi_rows_after,poi_rows_outside_keys,poi_coverage_pct,komsuluk_rows_before,komsuluk_rows_after,komsuluk_outside_source,komsuluk_outside_neighbor,komsuluk_coverage_pct
963,1422,1417,5,99.65,5833,5408,179,179,92.71
