_id,Yil,Ilce,Mahalle,Gelen Ariza,Cevaplanan Ariza
433,2022,EYÜPSULTAN,ODAYERİ MAH,14,14
434,2022,EYÜPSULTAN,PİRİNÇÇİ MAH,146,146
435,2022,EYÜPSULTAN,RAMİ CUMA MAH,203,203
436,2022,EYÜPSULTAN,RAMİ YENİ MAH,303,303
437,2022,EYÜPSULTAN,SAKARYA MAH,402,402
438,2022,EYÜPSULTAN,SİLAHTARAĞA MAH,190,190
439,2022,EYÜPSULTAN,TOPÇULAR MAH,416,416
440,2022,EYÜPSULTAN,YEŞİLPINAR MAH,706,706
441,2022,EYÜPSULTAN,5.LEVENT MAH,111,111
442,2022,FATİH,AKSARAY MAH,256,256
443,2022,FATİH,AKŞEMSETTİN MAH,335,335
444,2022,FATİH,ALEMDAR MAH,132,132
445,2022,FATİH,ALİ KUŞÇU MAH,191,191
446,2022,FATİH,ATİKALİ MAH,204,204
447,2022,FATİH,AYVANSARAY MAH,556,556
448,2022,FATİH,BALABANAĞA MAH,70,70
449,2022,FATİH,BALAT MAH,568,568
450,2022,FATİH,BEYAZIT MAH,76,76
451,2022,FATİH,BİNBİRDİREK MAH,56,56
452,2022,FATİH,CANKURTARAN MAH,132,132
453,2022,FATİH,CERRAHPAŞA MAH,152,152
454,2022,FATİH,CİBALİ MAH,170,170
455,2022,FATİH,DEMİRTAŞ MAH,32,32
456,2022,FATİH,DERVİŞ ALİ MAH,450,450
457,2022,FATİH,EMİN SİNAN MAH,70,70
458,2022,FATİH,HACI KADIN MAH,59,59
459,2022,FATİH,HASEKİ SULTAN MAH,226,226
460,2022,FATİH,HIRKA-İ ŞERİF MAH,321,321
461,2022,FATİH,HOBYAR MAH,66,66
462,2022,FATİH,HOCA GIYASETTİN MAH,44,44
463,2022,FATİH,HOCAPAŞA MAH,55,55
464,2022,FATİH,İSKENDERPAŞA MAH,311,311
465,2022,FATİH,KALENDERHANE MAH,41,41
466,2022,FATİH,KARAGÜMRÜK MAH,195,195
467,2022,FATİH,KATİP KASIM MAH,118,118
468,2022,FATİH,KEMALPAŞA MAH,88,88
469,2022,FATİH,KOCA MUSTAFAPAŞA MAH,683,683
470,2022,FATİH,KÜÇÜK AYASOFYA MAH,146,146
471,2022,FATİH,MERCAN MAH,71,71
472,2022,FATİH,MESİHPAŞA MAH,77,77
473,2022,FATİH,MEVLANAKAPI MAH,387,387
474,2022,FATİH,MİMAR HAYRETTİN MAH,126,126
475,2022,FATİH,MİMAR KEMALETTİN MAH,76,76
476,2022,FATİH,MOLLA FENARİ MAH,158,158
477,2022,FATİH,MOLLA GÜRANİ MAH,282,282
478,2022,FATİH,MOLLA HÜSREV MAH,59,59
479,2022,FATİH,MUHSİNE HATUN MAH,68,68
480,2022,FATİH,NİŞANCA MAH,133,133
481,2022,FATİH,RÜSTEMPAŞA MAH,66,66
482,2022,FATİH,SARAÇ İSHAK MAH,48,48
483,2022,FATİH,SARIDEMİR MAH,34,34
484,2022,FATİH,SEYYİD ÖMER MAH,374,374
485,2022,FATİH,SİLİVRİKAPI MAH,273,273
486,2022,FATİH,SULTAN AHMET MAH,67,67
487,2022,FATİH,SURURİ MAH,27,27
488,2022,FATİH,SÜLEYMANİYE MAH,65,65
489,2022,FATİH,SÜMBÜL EFENDİ MAH,168,168
490,2022,FATİH,ŞEHREMİNİ MAH,404,404
491,2022,FATİH,ŞEHSUVAR BEY MAH,122,122
492,2022,FATİH,TAHTAKALE MAH,32,32
493,2022,FATİH,TAYA HATUN MAH,44,44
494,2022,FATİH,TOPKAPI MAH,280,280
495,2022,FATİH,YAVUZ SİNAN MAH,41,41
496,2022,FATİH,YAVUZ SULTAN SELİM MAH,369,369
497,2022,FATİH,YEDİKULE MAH,371,371
498,2022,FATİH,ZEYREK MAH,377,377
499,2022,G.O.PAŞA,BAĞLARBAŞI MAH,421,421
500,2022,G.O.PAŞA,BARBAROS HAYRETTİN PAŞA MAH.,739,739
501,2022,G.O.PAŞA,FEVZİ ÇAKMAK MAH,345,345
502,2022,G.O.PAŞA,HÜRRİYET MAH,332,332
503,2022,G.O.PAŞA,KARADENİZ MAH,1051,1051
504,2022,G.O.PAŞA,KARAYOLLARI MAH.,732,732
505,2022,G.O.PAŞA,KARLITEPE MAH,217,217
506,2022,G.O.PAŞA,KAZIM KARABEKİR MAH.,817,817
507,2022,G.O.PAŞA,MERKEZ MAH,439,439
508,2022,G.O.PAŞA,MEVLANA MAH,261,261
509,2022,G.O.PAŞA,PAZARİÇİ MAH,139,139
510,2022,G.O.PAŞA,SARIGÖL MAH,539,539
511,2022,G.O.PAŞA,ŞEMSİPAŞA MAH,247,247
512,2022,G.O.PAŞA,YENİ MAHALLE MAH,622,622
513,2022,G.O.PAŞA,YENİDOĞAN MAH,249,249
514,2022,G.O.PAŞA,YILDIZTABYA MAH,381,381
515,2022,GÜNGÖREN,ABDURRAHMAN NAFİZ GÜRMAN MAH,180,180
516,2022,GÜNGÖREN,AKINCILAR MAH,145,145
517,2022,GÜNGÖREN,GENÇOSMAN MAH,414,414
518,2022,GÜNGÖREN,GÜNEŞTEPE MAH,480,480
519,2022,GÜNGÖREN,GÜVEN MAH,169,169
520,2022,GÜNGÖREN,HAZNEDAR MAH,153,153
521,2022,GÜNGÖREN,MAREŞAL ÇAKMAK MAH,287,287
522,2022,GÜNGÖREN,MEHMET NESİH ÖZMEN MAH,371,371
523,2022,GÜNGÖREN,MERKEZ MAH,415,415
524,2022,GÜNGÖREN,SANAYİ MAH,373,373
525,2022,GÜNGÖREN,TOZKOPARAN MAH,269,269
526,2022,KADIKÖY,ACIBADEM MAH,600,600
527,2022,KADIKÖY,BOSTANCI MAH,880,880
528,2022,KADIKÖY,CADDEBOSTAN MAH,515,515
529,2022,KADIKÖY,CAFERAĞA MAH,974,974
530,2022,KADIKÖY,DUMLUPINAR MAH,274,274
531,2022,KADIKÖY,EĞİTİM MAH,603,603
532,2022,KADIKÖY,ERENKÖY MAH,439,439
533,2022,KADIKÖY,FENERBAHÇE MAH,615,615
534,2022,KADIKÖY,FENERYOLU MAH,683,683
535,2022,KADIKÖY,FİKİRTEPE MAH,619,619
536,2022,KADIKÖY,GÖZTEPE MAH,664,664
537,2022,KADIKÖY,HASANPAŞA MAH,920,920
538,2022,KADIKÖY,KADIKÖY-STANDARTDIŞI ADRES,1,1
539,2022,KADIKÖY,KOŞUYOLU MAH,384,384
540,2022,KADIKÖY,KOZYATAĞI MAH,523,523
541,2022,KADIKÖY,MERDİVENKÖY MAH,868,868
542,2022,KADIKÖY,OSMANAĞA MAH,626,626
543,2022,KADIKÖY,RASİMPAŞA MAH,395,395
544,2022,KADIKÖY,SAHRAYICEDİT MAH,604,604
545,2022,KADIKÖY,SUADİYE MAH,589,589
546,2022,KADIKÖY,ZÜHTÜPAŞA MAH,182,182
547,2022,KADIKÖY,19 MAYIS MAH,424,424
548,2022,KAĞITHANE,ÇAĞLAYAN MAH,536,536
549,2022,KAĞITHANE,ÇELİKTEPE MAH,477,477
550,2022,KAĞITHANE,EMNİYET EVLERİ MAH,135,135
551,2022,KAĞITHANE,GÜLTEPE MAH,200,200
552,2022,KAĞITHANE,GÜRSEL MAH,611,611
553,2022,KAĞITHANE,HAMİDİYE MAH,501,501
554,2022,KAĞITHANE,HARMANTEPE MAH,293,293
555,2022,KAĞITHANE,HÜRRİYET MAH,364,364
556,2022,KAĞITHANE,MEHMET AKİF ERSOY MAH.,243,243
557,2022,KAĞITHANE,MERKEZ MAH,950,950
558,2022,KAĞITHANE,NURTEPE MAH,342,342
559,2022,KAĞITHANE,ORTABAYIR MAH,251,251
560,2022,KAĞITHANE,SEYRANTEPE MAH,452,452
561,2022,KAĞITHANE,SULTAN SELİM MAH,381,381
562,2022,KAĞITHANE,ŞİRİNTEPE MAH,400,400
563,2022,KAĞITHANE,TALATPAŞA MAH,597,597
564,2022,KAĞITHANE,TELSİZLER MAH,165,165
565,2022,KAĞITHANE,YAHYA KEMAL MAH,327,327
566,2022,KAĞITHANE,YEŞİLCE MAH,215,215
567,2022,KARTAL,ATALAR MAH,116,116
568,2022,KARTAL,CEVİZLİ MAH,176,176
569,2022,KARTAL,CUMHURİYET MAH,257,257
570,2022,KARTAL,ÇAVUŞOĞLU MAH,181,181
571,2022,KARTAL,ESENTEPE MAH,134,134
572,2022,KARTAL,GÜMÜŞPINAR MAH,306,297
573,2022,KARTAL,HÜRRİYET MAH,512,512
574,2022,KARTAL,KARLIKTEPE MAH,218,218
575,2022,KARTAL,KORDONBOYU MAH,156,156
576,2022,KARTAL,ORHANTEPE MAH,347,347
577,2022,KARTAL,ORTA MAH,255,255
578,2022,KARTAL,PETROL İŞ MAH,111,111
579,2022,KARTAL,SOĞANLIK YENİ MAH,431,431
580,2022,KARTAL,TOPSELVİ MAH,120,120
581,2022,KARTAL,UĞUR MUMCU MAH,178,178
582,2022,KARTAL,YAKACIK ÇARŞI MAH,207,207
583,2022,KARTAL,YAKACIK YENİ MAH,176,174
584,2022,KARTAL,YALI MAH,134,134
585,2022,KARTAL,YUKARI MAH,67,67
586,2022,KARTAL,YUNUS MAH,134,134
587,2022,K.ÇEKMECE,ATAKENT MAH,446,446
588,2022,K.ÇEKMECE,ATATÜRK MAH,1097,1097
589,2022,K.ÇEKMECE,BEŞYOL MAH,104,104
590,2022,K.ÇEKMECE,CENNET MAH,410,401
591,2022,K.ÇEKMECE,CUMHURİYET MAH,575,575
592,2022,K.ÇEKMECE,FATİH MAH,278,278
593,2022,K.ÇEKMECE,FEVZİ ÇAKMAK MAH,269,269
594,2022,K.ÇEKMECE,GÜLTEPE MAH,198,198
595,2022,K.ÇEKMECE,HALKALI MERKEZ MAH,1124,1124
596,2022,K.ÇEKMECE,İNÖNÜ MAH,851,851
597,2022,K.ÇEKMECE,İSTASYON MAH,498,498
598,2022,K.ÇEKMECE,KANARYA MAH,887,887
599,2022,K.ÇEKMECE,KARTALTEPE MAH,259,259
600,2022,K.ÇEKMECE,KEMALPASA MAH,124,124
601,2022,K.ÇEKMECE,KÜÇÜKÇEKMECE İKİTELLİOSB,10,10
602,2022,K.ÇEKMECE,MEHMET AKİF MAH,1017,1017
603,2022,K.ÇEKMECE,SÖĞÜTLÜ ÇEŞME MAH,578,578
604,2022,K.ÇEKMECE,SULTAN MURAT MAH,128,128
605,2022,K.ÇEKMECE,TEVFİKBEY MAH,506,506
606,2022,K.ÇEKMECE,YARIMBURGAZ MAH,429,429
607,2022,K.ÇEKMECE,YENİ MAHALLE MAH,329,329
608,2022,K.ÇEKMECE,YEŞİLOVA MAH,318,318
609,2022,MALTEPE,ALTAYÇEŞME MAH,168,168
610,2022,MALTEPE,ALTINTEPE MAH,357,348
611,2022,MALTEPE,AYDINEVLER MAH,187,187
612,2022,MALTEPE,BAĞLARBAŞI MAH,562,553
613,2022,MALTEPE,BAŞIBÜYÜK MAH,449,448
614,2022,MALTEPE,BÜYÜKBAKKALKÖY MAH,31,31
615,2022,MALTEPE,CEVİZLİ MAH,339,339
616,2022,MALTEPE,ÇINAR MAH,295,295
617,2022,MALTEPE,ESENKENT MAH,353,353
618,2022,MALTEPE,FEYZULLAH MAH,139,139
619,2022,MALTEPE,FINDIKLI MAH,633,630
620,2022,MALTEPE,GİRNE MAH,103,103
621,2022,MALTEPE,GÜLENSU MAH,525,524
622,2022,MALTEPE,GÜLSUYU MAH,374,373
623,2022,MALTEPE,İDEALTEPE MAH,269,262
624,2022,MALTEPE,KÜÇÜKYALI MERKEZ MAH,257,257
625,2022,MALTEPE,YALI MAH,131,131
626,2022,MALTEPE,ZÜMRÜTEVLER MAH,702,700
627,2022,PENDİK,AHMET YESEVİ MAH,455,455
628,2022,PENDİK,BAHÇELİEVLER MAH,237,237
629,2022,PENDİK,BALLICA MAH,47,47
630,2022,PENDİK,BATI MAH,259,259
631,2022,PENDİK,ÇAMÇEŞME MAH,453,453
632,2022,PENDİK,ÇAMLIK MAH,105,105
633,2022,PENDİK,ÇINARDERE MAH,316,316
634,2022,PENDİK,DOĞU MAH,302,302
635,2022,PENDİK,DUMLUPINAR MAH,417,417
636,2022,PENDİK,EMİRLİ MAH,12,12
637,2022,PENDİK,ERTUĞRUL GAZİ MAH.,367,367
638,2022,PENDİK,ESENLER MAH,332,332
639,2022,PENDİK,ESENYALI MAH,441,441
640,2022,PENDİK,FATİH MAH,408,408
641,2022,PENDİK,FEVZİ ÇAKMAK MAH,484,484
642,2022,PENDİK,GÖÇBEYLİ MAH,191,191
643,2022,PENDİK,GÜLLÜ BAĞLAR MAH,218,218
644,2022,PENDİK,GÜZELYALI MAH,390,390
645,2022,PENDİK,HARMANDERE MAH,114,114
646,2022,PENDİK,KAVAKPINAR MAH,892,892
647,2022,PENDİK,KAYNARCA MAH,485,485
648,2022,PENDİK,KURNA MAH,32,32
649,2022,PENDİK,KURTDOĞMUŞ MAH,24,24
650,2022,PENDİK,KURTKÖY MAH,485,485
651,2022,PENDİK,ORHANGAZİ MAH,446,446
652,2022,PENDİK,ORTA MAH,668,668
653,2022,PENDİK,RAMAZANOĞLU MAH,167,167
654,2022,PENDİK,SANAYİ MAH,99,99
655,2022,PENDİK,SAPAN BAĞLARI MAH,116,116
656,2022,PENDİK,SÜLÜNTEPE MAH,471,471
657,2022,PENDİK,ŞEYHLİ MAH,297,297
658,2022,PENDİK,VELİBABA MAH,586,586
659,2022,PENDİK,YAYALAR MAH,216,216
660,2022,PENDİK,YENİ MAH,171,171
661,2022,PENDİK,YENİŞEHİR MAH.,301,301
662,2022,PENDİK,YEŞİLBAĞLAR MAH,118,118
663,2022,SANCAKTEPE,ABDURRAHMANGAZİ MAH.,323,323
664,2022,SANCAKTEPE,AKPINAR MAH.,212,212
665,2022,SANCAKTEPE,ATATÜRK MAH,277,277
666,2022,SANCAKTEPE,EMEK MAH,136,136
667,2022,SANCAKTEPE,EYÜP SULTAN MAH.,251,251
668,2022,SANCAKTEPE,FATİH MAH.,222,222
669,2022,SANCAKTEPE,HİLAL MAH.,100,100
670,2022,SANCAKTEPE,İNÖNÜ MAH,115,115
671,2022,SANCAKTEPE,KEMAL TÜRKLER MAH,177,177
672,2022,SANCAKTEPE,MECLİS MAH,148,148
673,2022,SANCAKTEPE,MERVE MAH.,165,165
674,2022,SANCAKTEPE,MEVLANA MAH.,248,245
675,2022,SANCAKTEPE,OSMANGAZİ MAH.,508,506
676,2022,SANCAKTEPE,PAŞAKÖY MAH.,68,68
677,2022,SANCAKTEPE,SAFA MAH.,161,161
678,2022,SANCAKTEPE,SARIGAZİ MAH.,192,192
679,2022,SANCAKTEPE,VEYSEL KARANİ MAH.,165,165
680,2022,SANCAKTEPE,YENİDOĞAN MAH.,218,218
681,2022,SANCAKTEPE,YUNUSEMRE MAH.,218,218
682,2022,SARIYER,AYAZAĞA MAH.,1127,1127
683,2022,SARIYER,BAHÇEKÖY KEMER MAH,89,89
684,2022,SARIYER,BAHÇEKÖY MERKEZ MAH.,48,48
685,2022,SARIYER,BAHÇEKÖY YENİ MAH,47,47
686,2022,SARIYER,BALTALİMANI MAH,268,268
687,2022,SARIYER,BÜYÜKDERE MAH,449,449
688,2022,SARIYER,CUMHURİYET MAH,410,410
689,2022,SARIYER,ÇAMLITEPE MAH,541,541
690,2022,SARIYER,ÇAYIRBAŞI MAH,165,165
691,2022,SARIYER,DARÜŞŞAFAKA MAH,129,129
692,2022,SARIYER,DEMİRCİKÖY MAH,36,36
693,2022,SARIYER,EMİRGAN MAH,382,382
694,2022,SARIYER,FATİH SULTAN MEHMET MAH.,682,682
695,2022,SARIYER,FERAHEVLER MAH,552,552
696,2022,SARIYER,GARİPÇE MAH,57,57
697,2022,SARIYER,GÜMÜŞDERE MAH,111,111
698,2022,SARIYER,HUZUR MAH.,195,195
699,2022,SARIYER,İSTİNYE MAH,545,545
700,2022,SARIYER,KAZIM KARABEKİR PAŞA MAH,357,357
701,2022,SARIYER,KISIRKAYA MAH,47,47
702,2022,SARIYER,KİREÇBURNU MAH,212,212
703,2022,SARIYER,KOCATAŞ MAH,245,245
704,2022,SARIYER,KUMKÖY (KİLYOS) MAH,279,279
705,2022,SARIYER,MADEN MAH,416,416
706,2022,SARIYER,MASLAK MAH.,328,328
707,2022,SARIYER,PINAR MAH,432,432
708,2022,SARIYER,POLİGON MAH,204,204
709,2022,SARIYER,PTT EVLERİ MAH,178,177
710,2022,SARIYER,REŞİTPAŞA MAH,389,389
711,2022,SARIYER,RUMELİFENERİ MAH,63,63
712,2022,SARIYER,RUMELİHİSARI MAH,449,449
713,2022,SARIYER,RUMELİKAVAĞI MAH,281,281
714,2022,SARIYER,SARIYER MERKEZ MAH,338,338
715,2022,SARIYER,TARABYA MAH,398,395
716,2022,SARIYER,USKUMRUKÖY MAH,301,301
717,2022,SARIYER,YENİ MAH,120,120
718,2022,SARIYER,YENİKÖY MAH,461,461
719,2022,SARIYER,ZEKERİYAKÖY MAH,707,707
720,2022,SİLİVRİ,AKÖREN MAH,291,291
721,2022,SİLİVRİ,ALİBEY MAH,498,498
722,2022,SİLİVRİ,ALİPAŞA MAH,105,104
723,2022,SİLİVRİ,BEKİRLİ MAH,32,32
724,2022,SİLİVRİ,BEYCİLER MAH,89,89
725,2022,SİLİVRİ,BÜYÜK ÇAVUŞLU MAH,148,148
726,2022,SİLİVRİ,BÜYÜK KILIÇLI MAH,53,53
727,2022,SİLİVRİ,BÜYÜK SİNEKLİ MAH,69,69
728,2022,SİLİVRİ,CUMHURİYET MAH,730,730
729,2022,SİLİVRİ,ÇANTA BALABAN MAH,1138,1138
730,2022,SİLİVRİ,ÇANTA SANCAKTEPE MAH,677,675
731,2022,SİLİVRİ,ÇAYIRDERE MAH,111,111
732,2022,SİLİVRİ,ÇELTİK MAH,70,70
733,2022,SİLİVRİ,DANAMANDIRA MAH,44,44
734,2022,SİLİVRİ,DEĞİRMENKÖY FEVZİPAŞA MAH,188,188
735,2022,SİLİVRİ,DEĞİRMENKÖY İSMETPAŞA MAH,88,88
736,2022,SİLİVRİ,FATİH MAH,150,150
737,2022,SİLİVRİ,FENER MAH,241,234
738,2022,SİLİVRİ,GAZİTEPE MAH,212,212
739,2022,SİLİVRİ,GÜMÜŞYAKA MAH,1894,1890
740,2022,SİLİVRİ,KADIKÖY MAH,60,60
741,2022,SİLİVRİ,KAVAKLI HÜRRİYET MAH,106,106
742,2022,SİLİVRİ,KAVAKLI İSTİKLAL MAH,85,85
743,2022,SİLİVRİ,KURFALLI MAH,72,72
744,2022,SİLİVRİ,KÜÇÜK KILIÇLI MAH,77,77
745,2022,SİLİVRİ,KÜÇÜK SİNEKLİ MAH,10,10
746,2022,SİLİVRİ,MİMAR SİNAN MAH,1004,1004
747,2022,SİLİVRİ,ORTAKÖY MAH,356,356
748,2022,SİLİVRİ,PİRİ MEHMET PAŞA MAH,261,261
749,2022,SİLİVRİ,SAYALAR MAH,50,50
750,2022,SİLİVRİ,SELİMPAŞA MAH,1411,1411
751,2022,SİLİVRİ,SEMİZKUMLAR MAH,1798,1798
752,2022,SİLİVRİ,SEYMEN MAH,80,80
753,2022,SİLİVRİ,YENİ MAH,598,598
754,2022,SİLİVRİ,YOLÇATI MAH,20,20
755,2022,SULTANBEYLİ,ABDURRAHMANGAZİ MAH,212,212
756,2022,SULTANBEYLİ,ADİL MAH,142,142
757,2022,SULTANBEYLİ,AHMET YESEVİ MAH,125,125
758,2022,SULTANBEYLİ,AKŞEMSETTİN MAH,119,119
759,2022,SULTANBEYLİ,BATTALGAZİ MAH,442,442
760,2022,SULTANBEYLİ,FATİH MAH,166,166
761,2022,SULTANBEYLİ,HAMİDİYE MAH,181,181
762,2022,SULTANBEYLİ,HASANPAŞA MAH,136,136
763,2022,SULTANBEYLİ,MECİDİYE MAH,218,218
764,2022,SULTANBEYLİ,MEHMET AKİF MAH,226,222
765,2022,SULTANBEYLİ,MİMAR SİNAN MAH,191,191
766,2022,SULTANBEYLİ,NECİP FAZIL MAH,218,218
767,2022,SULTANBEYLİ,ORHANGAZİ MAH,135,135
768,2022,SULTANBEYLİ,TURGUT REİS MAH,118,118
769,2022,SULTANBEYLİ,YAVUZ SELİM MAH,137,137
770,2022,SULTANGAZİ,CEBECİ MAH,1075,1075
771,2022,SULTANGAZİ,CUMHURİYET MAH,215,215
772,2022,SULTANGAZİ,ESENTEPE MAH,1208,1208
773,2022,SULTANGAZİ,ESKİ HABİPLER MAH,139,139
774,2022,SULTANGAZİ,GAZİ MAH,658,658
775,2022,SULTANGAZİ,HABİBLER MAH,405,405
776,2022,SULTANGAZİ,İSMETPAŞA MAH,794,794
777,2022,SULTANGAZİ,MALKOÇOĞLU MAH,121,121
778,2022,SULTANGAZİ,SULTANÇİFTLİĞİ MAH.,408,408
779,2022,SULTANGAZİ,UĞUR MUMCU MAH,601,601
780,2022,SULTANGAZİ,YAYLA MAH.,155,155
781,2022,SULTANGAZİ,YUNUS EMRE MAH,604,604
782,2022,SULTANGAZİ,ZÜBEYDE HANIM MAH.,1229,1229
783,2022,SULTANGAZİ,50.YIL MAH.,1074,1074
784,2022,SULTANGAZİ,75.YIL MAH,631,631
785,2022,ŞİLE,AĞAÇDERE MAH,7,7
786,2022,ŞİLE,AĞVA MERKEZ MAH,99,99
787,2022,ŞİLE,AHMETLİ MAH,122,122
788,2022,ŞİLE,AKÇAKESE MAH,126,126
789,2022,ŞİLE,ALACALI MAH,127,127
790,2022,ŞİLE,AVCIKORU MAH,27,27
791,2022,ŞİLE,BALİBEY MAH,282,282
792,2022,ŞİLE,BIÇKIDERE MAH,83,83
793,2022,ŞİLE,BOZGOCA MAH,116,116
794,2022,ŞİLE,BUCAKLI MAH,24,24
795,2022,ŞİLE,ÇATAKLI MAH,8,8
796,2022,ŞİLE,ÇAVUŞ MAH,466,466
797,2022,ŞİLE,ÇAYIRBAŞI MAH,100,100
798,2022,ŞİLE,ÇELEBİ MAH,47,47
799,2022,ŞİLE,ÇENGİLLİ MAH,23,23
800,2022,ŞİLE,DARLIK MAH,12,12
801,2022,ŞİLE,DEĞİRMENÇAYIRI MAH,63,63
802,2022,ŞİLE,DOĞANCILI MAH,91,91
803,2022,ŞİLE,ERENLER MAH,11,11
804,2022,ŞİLE,ESENCELİ MAH,2,2
805,2022,ŞİLE,GEREDELİ MAH,87,87
806,2022,ŞİLE,GÖÇE MAH,59,59
807,2022,ŞİLE,GÖKMAŞLI MAH,10,10
808,2022,ŞİLE,GÖKSU MAH,14,14
809,2022,ŞİLE,HACI KASIM MAH,38,38
810,2022,ŞİLE,HACILLI MAH,23,23
811,2022,ŞİLE,HASANLI MAH,19,19
812,2022,ŞİLE,İMRENDERE MAH,59,59
813,2022,ŞİLE,İMRENLİ MAH,55,55
814,2022,ŞİLE,İSAKÖY MAH,29,29
815,2022,ŞİLE,KABAKOZ MAH,187,187
816,2022,ŞİLE,KADIKÖY MAH,3,3
817,2022,ŞİLE,KALEM MAH,26,26
818,2022,ŞİLE,KARABEYLİ MAH,47,47
819,2022,ŞİLE,KARACAKÖY MAH,116,116
820,2022,ŞİLE,KARAKİRAZ MAH,100,100
821,2022,ŞİLE,KARAMANDERE MAH,50,50
822,2022,ŞİLE,KERVANSARAY MAH,71,71
823,2022,ŞİLE,KIZILCA MAH,43,43
824,2022,ŞİLE,KORUCU MAH,7,7
825,2022,ŞİLE,KÖMÜRLÜK MAH,47,47
826,2022,ŞİLE,KUMBABA MAH,206,206
827,2022,ŞİLE,KURFALLI MAH,34,34
828,2022,ŞİLE,KURNA MAH,52,52
829,2022,ŞİLE,MEŞRUTİYET MAH,76,76
830,2022,ŞİLE,ORUÇOĞLU MAH,85,85
831,2022,ŞİLE,OSMANKÖY MAH,22,22
832,2022,ŞİLE,OVACIK MAH,33,33
833,2022,ŞİLE,SAHİLKÖY MAH,115,115
834,2022,ŞİLE,SATMAZLI MAH,38,38
835,2022,ŞİLE,SOFULAR MAH,46,46
836,2022,ŞİLE,SOĞULLU MAH,15,15
837,2022,ŞİLE,SORTULLU MAH,12,12
838,2022,ŞİLE,ŞUAYİPLİ MAH,57,57
839,2022,ŞİLE,TEKE MAH,36,36
840,2022,ŞİLE,ULUPELİT MAH,12,12
841,2022,ŞİLE,ÜVEZLİ MAH,141,141
842,2022,ŞİLE,YAKA MAH,25,25
843,2022,ŞİLE,YAYLALI MAH,5,5
844,2022,ŞİLE,YAZIMANAYIR MAH,24,24
845,2022,ŞİLE,YENİKÖY MAH,19,19
846,2022,ŞİLE,YEŞİLVADİ MAH,46,46
847,2022,ŞİŞLİ,BOZKURT MAH,442,429
848,2022,ŞİŞLİ,CUMHURİYET MAH,188,188
849,2022,ŞİŞLİ,DUATEPE MAH,284,280
850,2022,ŞİŞLİ,ERGENEKON MAH,81,81
851,2022,ŞİŞLİ,ESENTEPE MAH,205,205
852,2022,ŞİŞLİ,ESKİŞEHİR MAH,333,329
853,2022,ŞİŞLİ,FERİKÖY MAH,175,168
854,2022,ŞİŞLİ,FULYA MAH,329,328
855,2022,ŞİŞLİ,GÜLBAHAR MAH,494,494
856,2022,ŞİŞLİ,HALASKARGAZİ MAH,358,357
857,2022,ŞİŞLİ,HALİDE EDİP ADIVAR MAH,300,283
858,2022,ŞİŞLİ,HALİL RIFAT PAŞA MAH,107,107
859,2022,ŞİŞLİ,HARBİYE MAH,132,132
860,2022,ŞİŞLİ,İNÖNÜ MAH,219,219
861,2022,ŞİŞLİ,İZZET PAŞA MAH,210,210
862,2022,ŞİŞLİ,KAPTANPAŞA MAH,37,37
863,2022,ŞİŞLİ,KUŞTEPE MAH,596,596
864,2022,ŞİŞLİ,MAHMUT ŞEVKET PAŞA MAH,346,343
865,2022,ŞİŞLİ,MECİDİYEKÖY MAH,423,423
866,2022,ŞİŞLİ,MERKEZ MAH,370,360
867,2022,ŞİŞLİ,MEŞRUTİYET MAH,247,243
868,2022,ŞİŞLİ,PAŞA MAH,422,413
869,2022,ŞİŞLİ,TEŞVİKİYE MAH,310,302
870,2022,ŞİŞLİ,YAYLA MAH,235,231
871,2022,ŞİŞLİ,19 MAYIS MAH,254,247
872,2022,TUZLA,AKFIRAT MAH.,379,379
873,2022,TUZLA,ANADOLU MAH.,23,23
874,2022,TUZLA,AYDINLI - BİRLİK OSB,10,10
875,2022,TUZLA,AYDINLI MAH,880,880
876,2022,TUZLA,AYDINLI-KOSB,2,2
877,2022,TUZLA,AYDINTEPE MAH,369,369
878,2022,TUZLA,CAMİ MAH,90,90
879,2022,TUZLA,DERİ OSB,1,1
880,2022,TUZLA,EVLİYA ÇELEBİ MAH,182,182
881,2022,TUZLA,FATİH MAH.,24,24
882,2022,TUZLA,İÇMELER MAH,268,268
883,2022,TUZLA,İSTASYON MAH,202,202
884,2022,TUZLA,MESCİT MAH.,74,74
885,2022,TUZLA,MİMAR SİNAN MAH,333,333
886,2022,TUZLA,ORHANLI MAH,82,82
887,2022,TUZLA,ORTA MAH.,102,102
888,2022,TUZLA,POSTANE MAH,344,344
889,2022,TUZLA,ŞİFA MAH,355,355
890,2022,TUZLA,TEPEOREN İTOSB,1,1
891,2022,TUZLA,TEPEÖREN MAH.,347,347
892,2022,TUZLA,YAYLA MAH,246,246
893,2022,ÜMRANİYE,ADEM YAVUZ MAH,225,225
894,2022,ÜMRANİYE,ALTINŞEHİR MAH,341,341
895,2022,ÜMRANİYE,ARMAĞANEVLER MAH,507,507
896,2022,ÜMRANİYE,AŞAĞI DUDULLU MAH,316,316
897,2022,ÜMRANİYE,ATAKENT MAH,255,255
898,2022,ÜMRANİYE,ATATÜRK MAH,466,466
899,2022,ÜMRANİYE,CEMİL MERİÇ MAH,1007,1007
900,2022,ÜMRANİYE,ÇAKMAK MAH,638,616
901,2022,ÜMRANİYE,ÇAMLIK MAH,443,443
902,2022,ÜMRANİYE,DUDULLU OSB,195,195
