_id,YIL,ILCE,MAHALLE_ADI,GELEN ARIZA,GIDERILEN ARIZA
441,2023,G.O.PAŞA,PAZARİÇİ MAH,53,53
442,2023,G.O.PAŞA,SARIGÖL MAH,150,150
443,2023,G.O.PAŞA,YENİ MAHALLE MAH,233,233
444,2023,G.O.PAŞA,YENİDOĞAN MAH,63,63
445,2023,G.O.PAŞA,YILDIZTABYA MAH,146,146
446,2023,G.O.PAŞA,ŞEMSİPAŞA MAH,73,73
447,2023,GÜNGÖREN,ABDURRAHMAN NAFİZ GÜRMAN MAH,90,90
448,2023,GÜNGÖREN,AKINCILAR MAH,38,38
449,2023,GÜNGÖREN,GENÇOSMAN MAH,177,177
450,2023,GÜNGÖREN,GÜNEŞTEPE MAH,90,90
451,2023,GÜNGÖREN,GÜVEN MAH,36,36
452,2023,GÜNGÖREN,HAZNEDAR MAH,36,36
453,2023,GÜNGÖREN,MAREŞAL ÇAKMAK MAH,85,85
454,2023,GÜNGÖREN,MEHMET NESİH ÖZMEN MAH,159,159
455,2023,GÜNGÖREN,MERKEZ MAH,102,102
456,2023,GÜNGÖREN,SANAYİ MAH,36,36
457,2023,GÜNGÖREN,TOZKOPARAN MAH,77,77
458,2023,K.ÇEKMECE,ATAKENT MAH,259,259
459,2023,K.ÇEKMECE,ATATÜRK MAH,248,248
460,2023,K.ÇEKMECE,BEŞYOL MAH,30,30
461,2023,K.ÇEKMECE,CENNET MAH,140,140
462,2023,K.ÇEKMECE,CUMHURİYET MAH,144,144
463,2023,K.ÇEKMECE,FATİH MAH,71,71
464,2023,K.ÇEKMECE,FEVZİ ÇAKMAK MAH,268,268
465,2023,K.ÇEKMECE,GÜLTEPE MAH,110,110
466,2023,K.ÇEKMECE,HALKALI MERKEZ MAH,953,953
467,2023,K.ÇEKMECE,KANARYA MAH,436,436
468,2023,K.ÇEKMECE,KARTALTEPE MAH,72,72
469,2023,K.ÇEKMECE,KEMALPASA MAH,70,70
470,2023,K.ÇEKMECE,KÜÇÜKÇEKMECE İKİTELLİOSB,13,13
471,2023,K.ÇEKMECE,MEHMET AKİF MAH,373,373
472,2023,K.ÇEKMECE,SULTAN MURAT MAH,116,116
473,2023,K.ÇEKMECE,SÖĞÜTLÜ ÇEŞME MAH,222,222
474,2023,K.ÇEKMECE,TEVFİKBEY MAH,336,336
475,2023,K.ÇEKMECE,YARIMBURGAZ MAH,89,89
476,2023,K.ÇEKMECE,YENİ MAHALLE MAH,90,90
477,2023,K.ÇEKMECE,YEŞİLOVA MAH,150,150
478,2023,K.ÇEKMECE,İNÖNÜ MAH,363,361
479,2023,K.ÇEKMECE,İSTASYON MAH,179,179
480,2023,KADIKÖY,19 MAYIS MAH,47,47
481,2023,KADIKÖY,ACIBADEM MAH,254,254
482,2023,KADIKÖY,BOSTANCI MAH,146,146
483,2023,KADIKÖY,CADDEBOSTAN MAH,69,69
484,2023,KADIKÖY,CAFERAĞA MAH,130,130
485,2023,KADIKÖY,DUMLUPINAR MAH,77,77
486,2023,KADIKÖY,ERENKÖY MAH,83,83
487,2023,KADIKÖY,EĞİTİM MAH,77,77
488,2023,KADIKÖY,FENERBAHÇE MAH,100,100
489,2023,KADIKÖY,FENERYOLU MAH,74,74
490,2023,KADIKÖY,FİKİRTEPE MAH,80,80
491,2023,KADIKÖY,GÖZTEPE MAH,81,81
492,2023,KADIKÖY,HASANPAŞA MAH,135,135
493,2023,KADIKÖY,KOZYATAĞI MAH,66,66
494,2023,KADIKÖY,KOŞUYOLU MAH,58,58
495,2023,KADIKÖY,MERDİVENKÖY MAH,131,131
496,2023,KADIKÖY,OSMANAĞA MAH,80,80
497,2023,KADIKÖY,RASİMPAŞA MAH,95,95
498,2023,KADIKÖY,SAHRAYICEDİT MAH,36,36
499,2023,KADIKÖY,SUADİYE MAH,97,97
500,2023,KADIKÖY,ZÜHTÜPAŞA MAH,49,49
501,2023,KARTAL,ATALAR MAH,63,63
502,2023,KARTAL,CEVİZLİ MAH,108,108
503,2023,KARTAL,CUMHURİYET MAH,107,106
504,2023,KARTAL,ESENTEPE MAH,76,76
505,2023,KARTAL,GÜMÜŞPINAR MAH,63,63
506,2023,KARTAL,HÜRRİYET MAH,325,324
507,2023,KARTAL,KARLIKTEPE MAH,64,64
508,2023,KARTAL,KORDONBOYU MAH,36,36
509,2023,KARTAL,ORHANTEPE MAH,107,107
510,2023,KARTAL,ORTA MAH,57,57
511,2023,KARTAL,PETROL İŞ MAH,50,50
512,2023,KARTAL,SOĞANLIK YENİ MAH,65,65
513,2023,KARTAL,TOPSELVİ MAH,54,54
514,2023,KARTAL,UĞUR MUMCU MAH,65,65
515,2023,KARTAL,YAKACIK YENİ MAH,81,80
516,2023,KARTAL,YAKACIK ÇARŞI MAH,110,110
517,2023,KARTAL,YALI MAH,61,61
518,2023,KARTAL,YUKARI MAH,13,13
519,2023,KARTAL,YUNUS MAH,31,31
520,2023,KARTAL,ÇAVUŞOĞLU MAH,47,47
521,2023,KAĞITHANE,EMNİYET EVLERİ MAH,60,60
522,2023,KAĞITHANE,GÜLTEPE MAH,55,55
523,2023,KAĞITHANE,GÜRSEL MAH,151,151
524,2023,KAĞITHANE,HAMİDİYE MAH,248,248
525,2023,KAĞITHANE,HARMANTEPE MAH,126,126
526,2023,KAĞITHANE,HÜRRİYET MAH,392,392
527,2023,KAĞITHANE,MEHMET AKİF ERSOY MAH.,127,127
528,2023,KAĞITHANE,MERKEZ MAH,248,248
529,2023,KAĞITHANE,NURTEPE MAH,263,263
530,2023,KAĞITHANE,ORTABAYIR MAH,149,149
531,2023,KAĞITHANE,SEYRANTEPE MAH,94,94
532,2023,KAĞITHANE,SULTAN SELİM MAH,351,351
533,2023,KAĞITHANE,TALATPAŞA MAH,204,204
534,2023,KAĞITHANE,TELSİZLER MAH,91,91
535,2023,KAĞITHANE,YAHYA KEMAL MAH,99,99
536,2023,KAĞITHANE,YEŞİLCE MAH,69,69
537,2023,KAĞITHANE,ÇAĞLAYAN MAH,177,177
538,2023,KAĞITHANE,ÇELİKTEPE MAH,185,185
539,2023,KAĞITHANE,ŞİRİNTEPE MAH,144,144
540,2023,MALTEPE,ALTAYÇEŞME MAH,172,170
541,2023,MALTEPE,ALTINTEPE MAH,182,182
542,2023,MALTEPE,AYDINEVLER MAH,259,258
543,2023,MALTEPE,BAĞLARBAŞI MAH,302,296
544,2023,MALTEPE,BAŞIBÜYÜK MAH,58,58
545,2023,MALTEPE,BÜYÜKBAKKALKÖY MAH,9,9
546,2023,MALTEPE,CEVİZLİ MAH,117,116
547,2023,MALTEPE,ESENKENT MAH,74,74
548,2023,MALTEPE,FEYZULLAH MAH,105,103
549,2023,MALTEPE,FINDIKLI MAH,205,205
550,2023,MALTEPE,GÜLENSU MAH,57,57
551,2023,MALTEPE,GÜLSUYU MAH,42,42
552,2023,MALTEPE,GİRNE MAH,90,90
553,2023,MALTEPE,KÜÇÜKYALI MERKEZ MAH,56,56
554,2023,MALTEPE,YALI MAH,59,59
555,2023,MALTEPE,ZÜMRÜTEVLER MAH,146,145
556,2023,MALTEPE,ÇINAR MAH,62,62
557,2023,MALTEPE,İDEALTEPE MAH,122,122
558,2023,PENDİK,AHMET YESEVİ MAH,87,87
559,2023,PENDİK,BAHÇELİEVLER MAH,21,21
560,2023,PENDİK,BATI MAH,100,100
561,2023,PENDİK,DOĞU MAH,147,147
562,2023,PENDİK,DUMLUPINAR MAH,167,167
563,2023,PENDİK,EMİRLİ MAH,34,34
564,2023,PENDİK,ERTUĞRUL GAZİ MAH.,38,38
565,2023,PENDİK,ESENLER MAH,140,140
566,2023,PENDİK,ESENYALI MAH,44,44
567,2023,PENDİK,FATİH MAH,38,38
568,2023,PENDİK,FEVZİ ÇAKMAK MAH,105,105
569,2023,PENDİK,GÖÇBEYLİ MAH,38,38
570,2023,PENDİK,GÜLLÜ BAĞLAR MAH,141,141
571,2023,PENDİK,GÜZELYALI MAH,71,71
572,2023,PENDİK,HARMANDERE MAH,11,11
573,2023,PENDİK,KAVAKPINAR MAH,169,169
574,2023,PENDİK,KAYNARCA MAH,200,200
575,2023,PENDİK,KURNA MAH,22,22
576,2023,PENDİK,KURTDOĞMUŞ MAH,4,4
577,2023,PENDİK,KURTKÖY MAH,236,236
578,2023,PENDİK,ORHANGAZİ MAH,108,108
579,2023,PENDİK,ORTA MAH,85,85
580,2023,PENDİK,RAMAZANOĞLU MAH,41,41
581,2023,PENDİK,SANAYİ MAH,27,27
582,2023,PENDİK,SAPAN BAĞLARI MAH,11,11
583,2023,PENDİK,SÜLÜNTEPE MAH,101,101
584,2023,PENDİK,VELİBABA MAH,182,182
585,2023,PENDİK,YAYALAR MAH,49,49
586,2023,PENDİK,YENİ MAH,24,24
587,2023,PENDİK,YENİŞEHİR MAH.,160,160
588,2023,PENDİK,YEŞİLBAĞLAR MAH,26,26
589,2023,PENDİK,ÇAMLIK MAH,102,102
590,2023,PENDİK,ÇAMÇEŞME MAH,198,198
591,2023,PENDİK,ÇINARDERE MAH,230,230
592,2023,PENDİK,ŞEYHLİ MAH,86,86
593,2023,SANCAKTEPE,ABDURRAHMANGAZİ MAH.,155,155
594,2023,SANCAKTEPE,AKPINAR MAH.,39,39
595,2023,SANCAKTEPE,ATATÜRK MAH,88,88
596,2023,SANCAKTEPE,EMEK MAH,126,126
597,2023,SANCAKTEPE,EYÜP SULTAN MAH.,150,150
598,2023,SANCAKTEPE,FATİH MAH.,237,237
599,2023,SANCAKTEPE,HİLAL MAH.,18,18
600,2023,SANCAKTEPE,KEMAL TÜRKLER MAH,45,45
601,2023,SANCAKTEPE,MECLİS MAH,119,119
602,2023,SANCAKTEPE,MERVE MAH.,139,139
603,2023,SANCAKTEPE,MEVLANA MAH.,143,143
604,2023,SANCAKTEPE,OSMANGAZİ MAH.,250,250
605,2023,SANCAKTEPE,PAŞAKÖY MAH.,72,72
606,2023,SANCAKTEPE,SAFA MAH.,207,207
607,2023,SANCAKTEPE,SARIGAZİ MAH.,57,57
608,2023,SANCAKTEPE,VEYSEL KARANİ MAH.,367,367
609,2023,SANCAKTEPE,YENİDOĞAN MAH.,177,177
610,2023,SANCAKTEPE,YUNUSEMRE MAH.,256,256
611,2023,SANCAKTEPE,İNÖNÜ MAH,61,61
612,2023,SARIYER,AYAZAĞA MAH.,288,288
613,2023,SARIYER,BAHÇEKÖY KEMER MAH,9,9
614,2023,SARIYER,BAHÇEKÖY MERKEZ MAH.,38,38
615,2023,SARIYER,BAHÇEKÖY YENİ MAH,46,46
616,2023,SARIYER,BALTALİMANI MAH,284,284
617,2023,SARIYER,BÜYÜKDERE MAH,108,108
618,2023,SARIYER,CUMHURİYET MAH,120,120
619,2023,SARIYER,DARÜŞŞAFAKA MAH,34,34
620,2023,SARIYER,DEMİRCİKÖY MAH,16,16
621,2023,SARIYER,EMİRGAN MAH,68,68
622,2023,SARIYER,FATİH SULTAN MEHMET MAH.,273,272
623,2023,SARIYER,FERAHEVLER MAH,104,104
624,2023,SARIYER,GARİPÇE MAH,15,15
625,2023,SARIYER,GÜMÜŞDERE MAH,8,8
626,2023,SARIYER,HUZUR MAH.,23,23
627,2023,SARIYER,KAZIM KARABEKİR PAŞA MAH,100,100
628,2023,SARIYER,KISIRKAYA MAH,36,36
629,2023,SARIYER,KOCATAŞ MAH,58,58
630,2023,SARIYER,KUMKÖY (KİLYOS) MAH,26,26
631,2023,SARIYER,KİREÇBURNU MAH,87,87
632,2023,SARIYER,MADEN MAH,885,885
633,2023,SARIYER,MASLAK MAH.,23,23
634,2023,SARIYER,PINAR MAH,208,208
635,2023,SARIYER,POLİGON MAH,101,101
636,2023,SARIYER,PTT EVLERİ MAH,35,35
637,2023,SARIYER,REŞİTPAŞA MAH,71,71
638,2023,SARIYER,RUMELİFENERİ MAH,54,54
639,2023,SARIYER,RUMELİHİSARI MAH,71,71
640,2023,SARIYER,RUMELİKAVAĞI MAH,63,63
641,2023,SARIYER,SARIYER MERKEZ MAH,221,221
642,2023,SARIYER,TARABYA MAH,97,97
643,2023,SARIYER,USKUMRUKÖY MAH,53,53
644,2023,SARIYER,YENİ MAH,174,174
645,2023,SARIYER,YENİKÖY MAH,88,88
646,2023,SARIYER,ZEKERİYAKÖY MAH,227,227
647,2023,SARIYER,ÇAMLITEPE MAH,34,34
648,2023,SARIYER,ÇAYIRBAŞI MAH,29,29
649,2023,SARIYER,İSTİNYE MAH,88,88
650,2023,SULTANBEYLİ,ABDURRAHMANGAZİ MAH,71,71
651,2023,SULTANBEYLİ,ADİL MAH,175,175
652,2023,SULTANBEYLİ,AHMET YESEVİ MAH,133,133
653,2023,SULTANBEYLİ,AKŞEMSETTİN MAH,31,31
654,2023,SULTANBEYLİ,BATTALGAZİ MAH,226,226
655,2023,SULTANBEYLİ,FATİH MAH,50,50
656,2023,SULTANBEYLİ,HAMİDİYE MAH,39,39
657,2023,SULTANBEYLİ,HASANPAŞA MAH,31,31
658,2023,SULTANBEYLİ,MECİDİYE MAH,40,40
659,2023,SULTANBEYLİ,MEHMET AKİF MAH,162,162
660,2023,SULTANBEYLİ,MİMAR SİNAN MAH,78,78
661,2023,SULTANBEYLİ,NECİP FAZIL MAH,115,115
662,2023,SULTANBEYLİ,ORHANGAZİ MAH,40,40
663,2023,SULTANBEYLİ,TURGUT REİS MAH,57,57
664,2023,SULTANBEYLİ,YAVUZ SELİM MAH,61,61
665,2023,SULTANGAZİ,50.YIL MAH.,195,195
666,2023,SULTANGAZİ,75.YIL MAH,203,203
667,2023,SULTANGAZİ,CEBECİ MAH,181,181
668,2023,SULTANGAZİ,CUMHURİYET MAH,38,38
669,2023,SULTANGAZİ,ESENTEPE MAH,207,207
670,2023,SULTANGAZİ,ESKİ HABİPLER MAH,169,169
671,2023,SULTANGAZİ,GAZİ MAH,302,302
672,2023,SULTANGAZİ,HABİBLER MAH,89,89
673,2023,SULTANGAZİ,MALKOÇOĞLU MAH,109,109
674,2023,SULTANGAZİ,SULTANÇİFTLİĞİ MAH.,221,221
675,2023,SULTANGAZİ,UĞUR MUMCU MAH,360,360
676,2023,SULTANGAZİ,YAYLA MAH.,30,30
677,2023,SULTANGAZİ,YUNUS EMRE MAH,224,224
678,2023,SULTANGAZİ,ZÜBEYDE HANIM MAH.,325,325
679,2023,SULTANGAZİ,İSMETPAŞA MAH,194,194
680,2023,SİLİVRİ,AKÖREN MAH,157,150
681,2023,SİLİVRİ,ALİBEY MAH,309,260
682,2023,SİLİVRİ,ALİPAŞA MAH,42,41
683,2023,SİLİVRİ,BEKİRLİ MAH,3,3
684,2023,SİLİVRİ,BEYCİLER MAH,1,1
685,2023,SİLİVRİ,BÜYÜK KILIÇLI MAH,35,34
686,2023,SİLİVRİ,BÜYÜK SİNEKLİ MAH,3,3
687,2023,SİLİVRİ,BÜYÜK ÇAVUŞLU MAH,42,42
688,2023,SİLİVRİ,CUMHURİYET MAH,368,353
689,2023,SİLİVRİ,DANAMANDIRA MAH,10,10
690,2023,SİLİVRİ,DEĞİRMENKÖY FEVZİPAŞA MAH,69,66
691,2023,SİLİVRİ,DEĞİRMENKÖY İSMETPAŞA MAH,62,62
692,2023,SİLİVRİ,FATİH MAH,316,276
693,2023,SİLİVRİ,FENER MAH,14,10
694,2023,SİLİVRİ,GAZİTEPE MAH,31,27
695,2023,SİLİVRİ,GÜMÜŞYAKA MAH,273,266
696,2023,SİLİVRİ,KADIKÖY MAH,67,66
697,2023,SİLİVRİ,KAVAKLI HÜRRİYET MAH,56,54
698,2023,SİLİVRİ,KAVAKLI İSTİKLAL MAH,30,30
699,2023,SİLİVRİ,KURFALLI MAH,1,
700,2023,SİLİVRİ,KÜÇÜK KILIÇLI MAH,3,3
701,2023,SİLİVRİ,KÜÇÜK SİNEKLİ MAH,2,2
702,2023,SİLİVRİ,MİMAR SİNAN MAH,375,366
703,2023,SİLİVRİ,ORTAKÖY MAH,181,165
704,2023,SİLİVRİ,PİRİ MEHMET PAŞA MAH,170,166
705,2023,SİLİVRİ,SAYALAR MAH,2,2
706,2023,SİLİVRİ,SELİMPAŞA MAH,466,455
707,2023,SİLİVRİ,SEMİZKUMLAR MAH,141,139
708,2023,SİLİVRİ,SEYMEN MAH,14,14
709,2023,SİLİVRİ,YENİ MAH,509,472
710,2023,SİLİVRİ,YOLÇATI MAH,3,3
711,2023,SİLİVRİ,ÇANTA BALABAN MAH,263,257
712,2023,SİLİVRİ,ÇANTA SANCAKTEPE MAH,253,251
713,2023,SİLİVRİ,ÇAYIRDERE MAH,31,28
714,2023,SİLİVRİ,ÇELTİK MAH,25,24
715,2023,TUZLA,AKFIRAT MAH.,20,20
716,2023,TUZLA,ANADOLU MAH.,10,10
717,2023,TUZLA,AYDINLI - İSTANBUL AYOSB,1,1
718,2023,TUZLA,AYDINLI MAH,251,251
719,2023,TUZLA,AYDINTEPE MAH,69,69
720,2023,TUZLA,CAMİ MAH,31,31
721,2023,TUZLA,EVLİYA ÇELEBİ MAH,47,47
722,2023,TUZLA,FATİH MAH.,103,103
723,2023,TUZLA,MESCİT MAH.,20,20
724,2023,TUZLA,MİMAR SİNAN MAH,100,100
725,2023,TUZLA,ORHANLI MAH,59,59
726,2023,TUZLA,ORTA MAH.,51,51
727,2023,TUZLA,POSTANE MAH,95,95
728,2023,TUZLA,TEPEÖREN MAH.,88,88
729,2023,TUZLA,YAYLA MAH,41,41
730,2023,TUZLA,İSTASYON MAH,52,52
731,2023,TUZLA,İÇMELER MAH,53,53
732,2023,TUZLA,ŞİFA MAH,61,61
733,2023,ZEYTİNBURNU,BEŞTELSİZ MAH,210,210
734,2023,ZEYTİNBURNU,GÖKALP MAH,111,111
735,2023,ZEYTİNBURNU,KAZLIÇEŞME MAH,34,34
736,2023,ZEYTİNBURNU,MALTEPE MAH,182,182
737,2023,ZEYTİNBURNU,MERKEZEFENDİ MAH,133,133
738,2023,ZEYTİNBURNU,NURİPAŞA MAH,111,111
739,2023,ZEYTİNBURNU,SEYİTNİZAM MAH,131,131
740,2023,ZEYTİNBURNU,SÜMER MAH,148,148
741,2023,ZEYTİNBURNU,TELSİZ MAH,266,266
742,2023,ZEYTİNBURNU,VELİEFENDİ MAH,114,114
743,2023,ZEYTİNBURNU,YENİDOĞAN MAH,83,83
744,2023,ZEYTİNBURNU,YEŞİLTEPE MAH,116,116
745,2023,ZEYTİNBURNU,ÇIRPICI MAH,164,164
746,2023,ÇATALCA,AKALAN MAH,4,4
747,2023,ÇATALCA,ATATÜRK MAH.,33,33
748,2023,ÇATALCA,AYDINLAR MAH,9,9
749,2023,ÇATALCA,BAHŞAYİŞ MAH.,53,53
750,2023,ÇATALCA,BAŞAK MAH,1,1
751,2023,ÇATALCA,DAĞYENİCE MAH,14,14
752,2023,ÇATALCA,ELBASAN MAH,18,18
753,2023,ÇATALCA,FATİH MAH.,63,63
754,2023,ÇATALCA,FERHATPAŞA MAH,299,299
755,2023,ÇATALCA,GÖKÇEALİ MAH,44,44
756,2023,ÇATALCA,GÜMÜŞPINAR MAH,8,8
757,2023,ÇATALCA,HALLAÇLI MAH,4,4
758,2023,ÇATALCA,HİSARBEYLİ MAH,1,1
759,2023,ÇATALCA,KABAKÇA MAH,67,67
760,2023,ÇATALCA,KALEİÇİ MAH.,154,154
761,2023,ÇATALCA,KALFA MAH,11,11
762,2023,ÇATALCA,KARACAKÖY MERKEZ MAH.,12,12
763,2023,ÇATALCA,KARAMANDERE MAH,2,2
764,2023,ÇATALCA,KESTANELİK MAH,112,112
765,2023,ÇATALCA,MURATBEY MERKEZ MAH.,18,18
766,2023,ÇATALCA,NAKKAŞ MAH.,37,37
767,2023,ÇATALCA,OKLALI MAH,99,99
768,2023,ÇATALCA,ORMANLI MAH,4,4
769,2023,ÇATALCA,OVAYENİCE MAH.,17,17
770,2023,ÇATALCA,SUBAŞI MAH,125,125
771,2023,ÇATALCA,YALIKÖY MAH,11,11
772,2023,ÇATALCA,YAZLIK MAH,2,2
773,2023,ÇATALCA,ÇAKIL MAH.,27,27
774,2023,ÇATALCA,ÇANAKÇA MAH,60,60
775,2023,ÇATALCA,ÇATALCA-STANDARTDIŞI ADRES,1,1
776,2023,ÇATALCA,ÇİFTLİKKÖY MAH,8,8
777,2023,ÇATALCA,ÖRCÜNLÜ MAH,33,33
778,2023,ÇATALCA,ÖRENCİK MAH,8,8
779,2023,ÇATALCA,İHSANİYE MAH,25,25
780,2023,ÇATALCA,İNCEĞİZ MAH,37,37
781,2023,ÇATALCA,İZZETTİN MAH.,40,40
782,2023,ÇEKMEKÖY,ALEMDAĞ MAH.,22,22
783,2023,ÇEKMEKÖY,AYDINLAR MAH.,58,58
784,2023,ÇEKMEKÖY,CUMHURİYET MAH.,50,50
785,2023,ÇEKMEKÖY,EKŞİOĞLU MAH.,28,28
786,2023,ÇEKMEKÖY,GÜNGÖREN MAH.,77,77
787,2023,ÇEKMEKÖY,HAMİDİYE MAH.,54,54
788,2023,ÇEKMEKÖY,HÜSEYİNLİ MAH.,15,15
789,2023,ÇEKMEKÖY,KOÇULLU MAH.,1,1
790,2023,ÇEKMEKÖY,KİRAZLIDERE MAH.,36,36
791,2023,ÇEKMEKÖY,MEHMET AKİF MAH.,81,81
792,2023,ÇEKMEKÖY,MERKEZ MAH.,223,223
793,2023,ÇEKMEKÖY,MİMAR SİNAN MAH.,57,57
794,2023,ÇEKMEKÖY,NİŞANTEPE MAH.,51,51
795,2023,ÇEKMEKÖY,REŞADİYE MAH.,19,19
796,2023,ÇEKMEKÖY,SIRAPINAR MAH.,7,7
797,2023,ÇEKMEKÖY,SOĞUKPINAR MAH.,18,18
798,2023,ÇEKMEKÖY,SULTANÇİFTLİĞİ MAH.,177,177
799,2023,ÇEKMEKÖY,TAŞDELEN MAH.,80,80
800,2023,ÇEKMEKÖY,ÇAMLIK MAH.,44,44
801,2023,ÇEKMEKÖY,ÇATALMEŞE MAH.,26,26
802,2023,ÇEKMEKÖY,ÖMERLİ MAH.,42,42
803,2023,ÜMRANİYE,ADEM YAVUZ MAH,49,49
804,2023,ÜMRANİYE,ALTINŞEHİR MAH,53,53
805,2023,ÜMRANİYE,ARMAĞANEVLER MAH,109,109
806,2023,ÜMRANİYE,ATAKENT MAH,68,68
807,2023,ÜMRANİYE,ATATÜRK MAH,119,119
808,2023,ÜMRANİYE,AŞAĞI DUDULLU MAH,61,61
809,2023,ÜMRANİYE,CEMİL MERİÇ MAH,92,92
810,2023,ÜMRANİYE,DUDULLU OSB,55,55
811,2023,ÜMRANİYE,DUMLUPINAR MAH,65,65
812,2023,ÜMRANİYE,ELMALIKENT MAH,62,62
813,2023,ÜMRANİYE,ESENEVLER MAH,100,100
814,2023,ÜMRANİYE,ESENKENT MAH,85,85
815,2023,ÜMRANİYE,ESENŞEHİR MAH,49,49
816,2023,ÜMRANİYE,FATİH SULTAN MEHMET MAH,12,12
817,2023,ÜMRANİYE,FİNANSKENT MAH,2,2
818,2023,ÜMRANİYE,HEKİMBAŞI MAH,26,26
819,2023,ÜMRANİYE,HUZUR MAH,34,34
820,2023,ÜMRANİYE,IHLAMURKUYU MAH,87,87
821,2023,ÜMRANİYE,KAZIM KARABEKİR MAH,36,36
822,2023,ÜMRANİYE,MADENLER MAH,46,46
823,2023,ÜMRANİYE,MEHMET AKİF MAH,58,58
824,2023,ÜMRANİYE,NAMIK KEMAL MAH,116,116
825,2023,ÜMRANİYE,NECİP FAZIL MAH,77,77
826,2023,ÜMRANİYE,PARSELLER MAH,38,38
827,2023,ÜMRANİYE,SARAY MAH,36,36
828,2023,ÜMRANİYE,SİTE MAH,273,273
829,2023,ÜMRANİYE,TANTAVİ MAH,61,61
830,2023,ÜMRANİYE,TATLISU MAH,64,64
831,2023,ÜMRANİYE,TEPEÜSTÜ MAH,54,54
832,2023,ÜMRANİYE,TOPAĞACI MAH,31,31
833,2023,ÜMRANİYE,YAMANEVLER MAH,37,37
834,2023,ÜMRANİYE,YENİŞEHİR MAH,18,18
835,2023,ÜMRANİYE,YUKARI DUDULLU MAH,78,78
836,2023,ÜMRANİYE,ÇAKMAK MAH,140,140
837,2023,ÜMRANİYE,ÇAMLIK MAH,64,64
838,2023,ÜMRANİYE,İNKILAP MAH,68,68
839,2023,ÜMRANİYE,İSTİKLAL MAH,169,169
840,2023,ÜMRANİYE,ŞERİFALİ MAH,54,54
841,2023,ÜSKÜDAR,ACIBADEM MAH,85,85
842,2023,ÜSKÜDAR,AHMEDİYE MAH,54,54
843,2023,ÜSKÜDAR,ALTUNİZADE MAH,151,151
844,2023,ÜSKÜDAR,AZİZ MAHMUT HÜDAYİ MAH,37,37
845,2023,ÜSKÜDAR,BAHÇELİEVLER MAH,128,128
846,2023,ÜSKÜDAR,BARBAROS MAH,90,90
847,2023,ÜSKÜDAR,BEYLERBEYİ MAH,36,36
848,2023,ÜSKÜDAR,BULGURLU MAH,116,116
849,2023,ÜSKÜDAR,BURHANİYE MAH,127,127
850,2023,ÜSKÜDAR,CUMHURİYET MAH,104,104
851,2023,ÜSKÜDAR,FERAH MAH,98,98
852,2023,ÜSKÜDAR,GÜZELTEPE MAH,143,143
853,2023,ÜSKÜDAR,KANDİLLİ MAH,13,13
854,2023,ÜSKÜDAR,KISIKLI MAH,150,150
855,2023,ÜSKÜDAR,KULELİ MAH,17,17
856,2023,ÜSKÜDAR,KUZGUNCUK MAH,28,28
857,2023,ÜSKÜDAR,KÜPLÜCE MAH,90,90
858,2023,ÜSKÜDAR,KÜÇÜK ÇAMLICA MAH,56,56
859,2023,ÜSKÜDAR,KÜÇÜKSU MAH,53,53
860,2023,ÜSKÜDAR,KİRAZLITEPE MAH,70,70
861,2023,ÜSKÜDAR,MEHMET AKİF ERSOY MAH,103,103
862,2023,ÜSKÜDAR,MURATREİS MAH,180,180
863,2023,ÜSKÜDAR,MİMAR SİNAN MAH,63,63
864,2023,ÜSKÜDAR,SALACAK MAH,45,45
865,2023,ÜSKÜDAR,SELAMİ ALİ MAH,55,55
866,2023,ÜSKÜDAR,SELİMİYE MAH,28,28
867,2023,ÜSKÜDAR,SULTANTEPE MAH,41,41
868,2023,ÜSKÜDAR,VALİDE-İ ATİK MAH,131,131
869,2023,ÜSKÜDAR,YAVUZTÜRK MAH,65,65
870,2023,ÜSKÜDAR,ZEYNEP KAMİL MAH,113,113
871,2023,ÜSKÜDAR,ÇENGELKÖY MAH,56,56
872,2023,ÜSKÜDAR,ÜNALAN MAH,256,256
873,2023,ÜSKÜDAR,İCADİYE MAH,188,188
874,2023,ŞİLE,AHMETLİ MAH,43,43
875,2023,ŞİLE,AKÇAKESE MAH,53,53
876,2023,ŞİLE,ALACALI MAH,36,36
877,2023,ŞİLE,AVCIKORU MAH,10,10
878,2023,ŞİLE,AĞVA MERKEZ MAH,3,3
879,2023,ŞİLE,BALİBEY MAH,48,48
880,2023,ŞİLE,BIÇKIDERE MAH,2,2
881,2023,ŞİLE,BOZGOCA MAH,8,8
882,2023,ŞİLE,BUCAKLI MAH,4,4
883,2023,ŞİLE,DARLIK MAH,6,6
884,2023,ŞİLE,DEĞİRMENÇAYIRI MAH,12,12
885,2023,ŞİLE,DOĞANCILI MAH,19,19
886,2023,ŞİLE,ERENLER MAH,2,2
887,2023,ŞİLE,ESENCELİ MAH,2,2
888,2023,ŞİLE,GEREDELİ MAH,19,19
889,2023,ŞİLE,GÖKMAŞLI MAH,3,3
890,2023,ŞİLE,GÖKSU MAH,12,12
891,2023,ŞİLE,GÖÇE MAH,15,15
892,2023,ŞİLE,HACI KASIM MAH,4,4
893,2023,ŞİLE,HASANLI MAH,3,3
894,2023,ŞİLE,KABAKOZ MAH,19,19
895,2023,ŞİLE,KADIKÖY MAH,2,2
896,2023,ŞİLE,KALEM MAH,14,14
897,2023,ŞİLE,KARABEYLİ MAH,1,1
