_id,Yil,Ilce,Mahalle,Gelen Cagri Sayisi,Cevaplanan Cagri Sayisi
435,2022,FATİH,ATİKALİ MAH,71,71
436,2022,FATİH,AYVANSARAY MAH,193,193
437,2022,FATİH,BALABANAĞA MAH,7,7
438,2022,FATİH,BALAT MAH,171,171
439,2022,FATİH,BEYAZIT MAH,23,23
440,2022,FATİH,BİNBİRDİREK MAH,25,25
441,2022,FATİH,CANKURTARAN MAH,62,62
442,2022,FATİH,CERRAHPAŞA MAH,60,60
443,2022,FATİH,CİBALİ MAH,92,92
444,2022,FATİH,DEMİRTAŞ MAH,14,14
445,2022,FATİH,DERVİŞ ALİ MAH,83,83
446,2022,FATİH,EMİN SİNAN MAH,83,83
447,2022,FATİH,HACI KADIN MAH,5,5
448,2022,FATİH,HASEKİ SULTAN MAH,68,68
449,2022,FATİH,HIRKA-İ ŞERİF MAH,51,51
450,2022,FATİH,HOBYAR MAH,26,26
451,2022,FATİH,HOCA GIYASETTİN MAH,7,7
452,2022,FATİH,HOCAPAŞA MAH,38,38
453,2022,FATİH,İSKENDERPAŞA MAH,79,79
454,2022,FATİH,KALENDERHANE MAH,16,16
455,2022,FATİH,KARAGÜMRÜK MAH,54,54
456,2022,FATİH,KATİP KASIM MAH,17,17
457,2022,FATİH,KEMALPAŞA MAH,21,21
458,2022,FATİH,KOCA MUSTAFAPAŞA MAH,135,135
459,2022,FATİH,KÜÇÜK AYASOFYA MAH,18,18
460,2022,FATİH,MERCAN MAH,10,10
461,2022,FATİH,MESİHPAŞA MAH,11,11
462,2022,FATİH,MEVLANAKAPI MAH,160,160
463,2022,FATİH,MİMAR HAYRETTİN MAH,73,73
464,2022,FATİH,MİMAR KEMALETTİN MAH,60,60
465,2022,FATİH,MOLLA FENARİ MAH,45,45
466,2022,FATİH,MOLLA GÜRANİ MAH,98,98
467,2022,FATİH,MOLLA HÜSREV MAH,10,10
468,2022,FATİH,MUHSİNE HATUN MAH,45,45
469,2022,FATİH,NİŞANCA MAH,32,32
470,2022,FATİH,RÜSTEMPAŞA MAH,25,25
471,2022,FATİH,SARAÇ İSHAK MAH,19,19
472,2022,FATİH,SARIDEMİR MAH,10,10
473,2022,FATİH,SEYYİD ÖMER MAH,61,61
474,2022,FATİH,SİLİVRİKAPI MAH,104,104
475,2022,FATİH,SULTAN AHMET MAH,6,6
476,2022,FATİH,SURURİ MAH,4,4
477,2022,FATİH,SÜLEYMANİYE MAH,38,38
478,2022,FATİH,SÜMBÜL EFENDİ MAH,40,40
479,2022,FATİH,ŞEHREMİNİ MAH,114,114
480,2022,FATİH,ŞEHSUVAR BEY MAH,68,68
481,2022,FATİH,TAHTAKALE MAH,14,14
482,2022,FATİH,TAYA HATUN MAH,6,6
483,2022,FATİH,TOPKAPI MAH,29,29
484,2022,FATİH,YAVUZ SİNAN MAH,3,3
485,2022,FATİH,YAVUZ SULTAN SELİM MAH,178,178
486,2022,FATİH,YEDİKULE MAH,58,58
487,2022,FATİH,ZEYREK MAH,46,46
488,2022,G.O.PAŞA,BAĞLARBAŞI MAH,113,113
489,2022,G.O.PAŞA,BARBAROS HAYRETTİN PAŞA MAH.,86,86
490,2022,G.O.PAŞA,FEVZİ ÇAKMAK MAH,74,74
491,2022,G.O.PAŞA,HÜRRİYET MAH,139,139
492,2022,G.O.PAŞA,KARADENİZ MAH,120,120
493,2022,G.O.PAŞA,KARAYOLLARI MAH.,110,110
494,2022,G.O.PAŞA,KARLITEPE MAH,84,84
495,2022,G.O.PAŞA,KAZIM KARABEKİR MAH.,86,86
496,2022,G.O.PAŞA,MERKEZ MAH,72,72
497,2022,G.O.PAŞA,MEVLANA MAH,54,54
498,2022,G.O.PAŞA,PAZARİÇİ MAH,23,23
499,2022,G.O.PAŞA,SARIGÖL MAH,114,114
500,2022,G.O.PAŞA,ŞEMSİPAŞA MAH,75,75
501,2022,G.O.PAŞA,YENİ MAHALLE MAH,92,92
502,2022,G.O.PAŞA,YENİDOĞAN MAH,25,25
503,2022,G.O.PAŞA,YILDIZTABYA MAH,70,70
504,2022,GÜNGÖREN,ABDURRAHMAN NAFİZ GÜRMAN MAH,36,36
505,2022,GÜNGÖREN,AKINCILAR MAH,61,60
506,2022,GÜNGÖREN,GENÇOSMAN MAH,161,157
507,2022,GÜNGÖREN,GÜNEŞTEPE MAH,73,68
508,2022,GÜNGÖREN,GÜVEN MAH,78,78
509,2022,GÜNGÖREN,HAZNEDAR MAH,183,183
510,2022,GÜNGÖREN,MAREŞAL ÇAKMAK MAH,160,150
511,2022,GÜNGÖREN,MEHMET NESİH ÖZMEN MAH,163,163
512,2022,GÜNGÖREN,MERKEZ MAH,303,285
513,2022,GÜNGÖREN,SANAYİ MAH,114,114
514,2022,GÜNGÖREN,TOZKOPARAN MAH,56,56
515,2022,KADIKÖY,ACIBADEM MAH,85,85
516,2022,KADIKÖY,BOSTANCI MAH,132,132
517,2022,KADIKÖY,CADDEBOSTAN MAH,66,66
518,2022,KADIKÖY,CAFERAĞA MAH,127,127
519,2022,KADIKÖY,DUMLUPINAR MAH,52,52
520,2022,KADIKÖY,EĞİTİM MAH,37,37
521,2022,KADIKÖY,ERENKÖY MAH,119,119
522,2022,KADIKÖY,FENERBAHÇE MAH,54,54
523,2022,KADIKÖY,FENERYOLU MAH,65,65
524,2022,KADIKÖY,FİKİRTEPE MAH,38,38
525,2022,KADIKÖY,GÖZTEPE MAH,92,92
526,2022,KADIKÖY,HASANPAŞA MAH,72,72
527,2022,KADIKÖY,KOŞUYOLU MAH,27,27
528,2022,KADIKÖY,KOZYATAĞI MAH,81,81
529,2022,KADIKÖY,MERDİVENKÖY MAH,138,138
530,2022,KADIKÖY,OSMANAĞA MAH,63,63
531,2022,KADIKÖY,RASİMPAŞA MAH,115,115
532,2022,KADIKÖY,SAHRAYICEDİT MAH,96,96
533,2022,KADIKÖY,SUADİYE MAH,77,77
534,2022,KADIKÖY,ZÜHTÜPAŞA MAH,36,36
535,2022,KADIKÖY,19 MAYIS MAH,82,82
536,2022,KAĞITHANE,ÇAĞLAYAN MAH,179,179
537,2022,KAĞITHANE,ÇELİKTEPE MAH,433,433
538,2022,KAĞITHANE,EMNİYET EVLERİ MAH,86,86
539,2022,KAĞITHANE,GÜLTEPE MAH,164,164
540,2022,KAĞITHANE,GÜRSEL MAH,154,154
541,2022,KAĞITHANE,HAMİDİYE MAH,149,149
542,2022,KAĞITHANE,HARMANTEPE MAH,168,168
543,2022,KAĞITHANE,HÜRRİYET MAH,217,217
544,2022,KAĞITHANE,MEHMET AKİF ERSOY MAH.,134,134
545,2022,KAĞITHANE,MERKEZ MAH,163,163
546,2022,KAĞITHANE,NURTEPE MAH,155,155
547,2022,KAĞITHANE,ORTABAYIR MAH,169,169
548,2022,KAĞITHANE,SEYRANTEPE MAH,105,105
549,2022,KAĞITHANE,SULTAN SELİM MAH,372,372
550,2022,KAĞITHANE,ŞİRİNTEPE MAH,90,90
551,2022,KAĞITHANE,TALATPAŞA MAH,148,148
552,2022,KAĞITHANE,TELSİZLER MAH,109,109
553,2022,KAĞITHANE,YAHYA KEMAL MAH,71,71
554,2022,KAĞITHANE,YEŞİLCE MAH,98,98
555,2022,KARTAL,ATALAR MAH,49,49
556,2022,KARTAL,CEVİZLİ MAH,19,19
557,2022,KARTAL,CUMHURİYET MAH,78,78
558,2022,KARTAL,ÇAVUŞOĞLU MAH,66,66
559,2022,KARTAL,ESENTEPE MAH,48,48
560,2022,KARTAL,GÜMÜŞPINAR MAH,48,48
561,2022,KARTAL,HÜRRİYET MAH,172,172
562,2022,KARTAL,KARLIKTEPE MAH,60,60
563,2022,KARTAL,KORDONBOYU MAH,59,59
564,2022,KARTAL,ORHANTEPE MAH,56,56
565,2022,KARTAL,ORTA MAH,46,46
566,2022,KARTAL,PETROL İŞ MAH,33,33
567,2022,KARTAL,SOĞANLIK YENİ MAH,90,90
568,2022,KARTAL,TOPSELVİ MAH,33,33
569,2022,KARTAL,UĞUR MUMCU MAH,104,104
570,2022,KARTAL,YAKACIK ÇARŞI MAH,79,79
571,2022,KARTAL,YAKACIK YENİ MAH,61,61
572,2022,KARTAL,YALI MAH,24,24
573,2022,KARTAL,YUKARI MAH,8,8
574,2022,KARTAL,YUNUS MAH,35,35
575,2022,K.ÇEKMECE,ATAKENT MAH,151,151
576,2022,K.ÇEKMECE,ATATÜRK MAH,197,197
577,2022,K.ÇEKMECE,BEŞYOL MAH,134,134
578,2022,K.ÇEKMECE,CENNET MAH,97,97
579,2022,K.ÇEKMECE,CUMHURİYET MAH,283,283
580,2022,K.ÇEKMECE,FATİH MAH,49,49
581,2022,K.ÇEKMECE,FEVZİ ÇAKMAK MAH,99,99
582,2022,K.ÇEKMECE,GÜLTEPE MAH,90,90
583,2022,K.ÇEKMECE,HALKALI MERKEZ MAH,257,257
584,2022,K.ÇEKMECE,İNÖNÜ MAH,209,209
585,2022,K.ÇEKMECE,İSTASYON MAH,223,223
586,2022,K.ÇEKMECE,KANARYA MAH,181,181
587,2022,K.ÇEKMECE,KARTALTEPE MAH,142,142
588,2022,K.ÇEKMECE,KEMALPASA MAH,52,52
589,2022,K.ÇEKMECE,KÜÇÜKÇEKMECE İKİTELLİOSB,6,6
590,2022,K.ÇEKMECE,MEHMET AKİF MAH,232,232
591,2022,K.ÇEKMECE,SÖĞÜTLÜ ÇEŞME MAH,116,116
592,2022,K.ÇEKMECE,SULTAN MURAT MAH,77,77
593,2022,K.ÇEKMECE,TEVFİKBEY MAH,175,175
594,2022,K.ÇEKMECE,YARIMBURGAZ MAH,46,46
595,2022,K.ÇEKMECE,YENİ MAHALLE MAH,31,31
596,2022,K.ÇEKMECE,YEŞİLOVA MAH,96,96
597,2022,MALTEPE,ALTAYÇEŞME MAH,72,72
598,2022,MALTEPE,ALTINTEPE MAH,55,55
599,2022,MALTEPE,AYDINEVLER MAH,41,41
600,2022,MALTEPE,BAĞLARBAŞI MAH,306,306
601,2022,MALTEPE,BAŞIBÜYÜK MAH,141,141
602,2022,MALTEPE,BÜYÜKBAKKALKÖY MAH,9,9
603,2022,MALTEPE,CEVİZLİ MAH,121,121
604,2022,MALTEPE,ÇINAR MAH,84,84
605,2022,MALTEPE,ESENKENT MAH,60,60
606,2022,MALTEPE,FEYZULLAH MAH,50,50
607,2022,MALTEPE,FINDIKLI MAH,368,368
608,2022,MALTEPE,GİRNE MAH,35,35
609,2022,MALTEPE,GÜLENSU MAH,64,64
610,2022,MALTEPE,GÜLSUYU MAH,47,47
611,2022,MALTEPE,İDEALTEPE MAH,110,110
612,2022,MALTEPE,KÜÇÜKYALI MERKEZ MAH,50,50
613,2022,MALTEPE,YALI MAH,28,28
614,2022,MALTEPE,ZÜMRÜTEVLER MAH,137,137
615,2022,PENDİK,AHMET YESEVİ MAH,154,154
616,2022,PENDİK,BAHÇELİEVLER MAH,24,24
617,2022,PENDİK,BALLICA MAH,12,12
618,2022,PENDİK,BATI MAH,49,49
619,2022,PENDİK,ÇAMÇEŞME MAH,185,185
620,2022,PENDİK,ÇAMLIK MAH,44,44
621,2022,PENDİK,ÇINARDERE MAH,143,143
622,2022,PENDİK,DOĞU MAH,89,89
623,2022,PENDİK,DUMLUPINAR MAH,157,157
624,2022,PENDİK,EMİRLİ MAH,16,16
625,2022,PENDİK,ERTUĞRUL GAZİ MAH.,64,64
626,2022,PENDİK,ESENLER MAH,96,96
627,2022,PENDİK,ESENYALI MAH,246,246
628,2022,PENDİK,FATİH MAH,152,152
629,2022,PENDİK,FEVZİ ÇAKMAK MAH,144,144
630,2022,PENDİK,GÖÇBEYLİ MAH,31,31
631,2022,PENDİK,GÜLLÜ BAĞLAR MAH,138,138
632,2022,PENDİK,GÜZELYALI MAH,139,139
633,2022,PENDİK,HARMANDERE MAH,55,55
634,2022,PENDİK,KAVAKPINAR MAH,167,167
635,2022,PENDİK,KAYNARCA MAH,221,221
636,2022,PENDİK,KURNA MAH,9,9
637,2022,PENDİK,KURTDOĞMUŞ MAH,9,9
638,2022,PENDİK,KURTKÖY MAH,116,116
639,2022,PENDİK,ORHANGAZİ MAH,115,115
640,2022,PENDİK,ORTA MAH,10,10
641,2022,PENDİK,RAMAZANOĞLU MAH,21,21
642,2022,PENDİK,SANAYİ MAH,12,12
643,2022,PENDİK,SAPAN BAĞLARI MAH,15,15
644,2022,PENDİK,SÜLÜNTEPE MAH,38,38
645,2022,PENDİK,ŞEYHLİ MAH,124,124
646,2022,PENDİK,VELİBABA MAH,258,258
647,2022,PENDİK,YAYALAR MAH,82,82
648,2022,PENDİK,YENİ MAH,24,23
649,2022,PENDİK,YENİŞEHİR MAH.,141,141
650,2022,PENDİK,YEŞİLBAĞLAR MAH,29,29
651,2022,SANCAKTEPE,ABDURRAHMANGAZİ MAH.,257,257
652,2022,SANCAKTEPE,AKPINAR MAH.,35,35
653,2022,SANCAKTEPE,ATATÜRK MAH,52,52
654,2022,SANCAKTEPE,EMEK MAH,145,145
655,2022,SANCAKTEPE,EYÜP SULTAN MAH.,115,115
656,2022,SANCAKTEPE,FATİH MAH.,163,163
657,2022,SANCAKTEPE,HİLAL MAH.,8,8
658,2022,SANCAKTEPE,İNÖNÜ MAH,45,45
659,2022,SANCAKTEPE,KEMAL TÜRKLER MAH,47,47
660,2022,SANCAKTEPE,MECLİS MAH,157,157
661,2022,SANCAKTEPE,MERVE MAH.,151,151
662,2022,SANCAKTEPE,MEVLANA MAH.,112,112
663,2022,SANCAKTEPE,OSMANGAZİ MAH.,385,385
664,2022,SANCAKTEPE,PAŞAKÖY MAH.,71,71
665,2022,SANCAKTEPE,SAFA MAH.,174,174
666,2022,SANCAKTEPE,SARIGAZİ MAH.,96,96
667,2022,SANCAKTEPE,VEYSEL KARANİ MAH.,21,21
668,2022,SANCAKTEPE,YENİDOĞAN MAH.,136,136
669,2022,SANCAKTEPE,YUNUSEMRE MAH.,182,182
670,2022,SARIYER,AYAZAĞA MAH.,159,159
671,2022,SARIYER,BAHÇEKÖY KEMER MAH,9,9
672,2022,SARIYER,BAHÇEKÖY MERKEZ MAH.,27,27
673,2022,SARIYER,BAHÇEKÖY YENİ MAH,10,10
674,2022,SARIYER,BALTALİMANI MAH,154,154
675,2022,SARIYER,BÜYÜKDERE MAH,101,101
676,2022,SARIYER,CUMHURİYET MAH,47,47
677,2022,SARIYER,ÇAMLITEPE MAH,26,26
678,2022,SARIYER,ÇAYIRBAŞI MAH,25,25
679,2022,SARIYER,DARÜŞŞAFAKA MAH,25,25
680,2022,SARIYER,DEMİRCİKÖY MAH,21,21
681,2022,SARIYER,EMİRGAN MAH,86,86
682,2022,SARIYER,FATİH SULTAN MEHMET MAH.,162,162
683,2022,SARIYER,FERAHEVLER MAH,130,130
684,2022,SARIYER,GARİPÇE MAH,24,24
685,2022,SARIYER,GÜMÜŞDERE MAH,12,12
686,2022,SARIYER,HUZUR MAH.,25,25
687,2022,SARIYER,İSTİNYE MAH,71,71
688,2022,SARIYER,KAZIM KARABEKİR PAŞA MAH,68,68
689,2022,SARIYER,KISIRKAYA MAH,3,3
690,2022,SARIYER,KİREÇBURNU MAH,64,64
691,2022,SARIYER,KOCATAŞ MAH,61,61
692,2022,SARIYER,KUMKÖY (KİLYOS) MAH,15,15
693,2022,SARIYER,MADEN MAH,145,145
694,2022,SARIYER,MASLAK MAH.,24,24
695,2022,SARIYER,PINAR MAH,187,187
696,2022,SARIYER,POLİGON MAH,107,107
697,2022,SARIYER,PTT EVLERİ MAH,40,40
698,2022,SARIYER,REŞİTPAŞA MAH,200,200
699,2022,SARIYER,RUMELİFENERİ MAH,10,10
700,2022,SARIYER,RUMELİHİSARI MAH,45,45
701,2022,SARIYER,RUMELİKAVAĞI MAH,69,69
702,2022,SARIYER,SARIYER MERKEZ MAH,217,217
703,2022,SARIYER,TARABYA MAH,84,84
704,2022,SARIYER,USKUMRUKÖY MAH,71,71
705,2022,SARIYER,YENİ MAH,55,55
706,2022,SARIYER,YENİKÖY MAH,145,145
707,2022,SARIYER,ZEKERİYAKÖY MAH,205,205
708,2022,SİLİVRİ,AKÖREN MAH,41,25
709,2022,SİLİVRİ,ALİBEY MAH,83,52
710,2022,SİLİVRİ,ALİPAŞA MAH,83,61
711,2022,SİLİVRİ,BEKİRLİ MAH,1,1
712,2022,SİLİVRİ,BEYCİLER MAH,28,24
713,2022,SİLİVRİ,BÜYÜK ÇAVUŞLU MAH,72,50
714,2022,SİLİVRİ,BÜYÜK KILIÇLI MAH,29,21
715,2022,SİLİVRİ,BÜYÜK SİNEKLİ MAH,6,4
716,2022,SİLİVRİ,CUMHURİYET MAH,129,110
717,2022,SİLİVRİ,ÇANTA BALABAN MAH,230,169
718,2022,SİLİVRİ,ÇANTA SANCAKTEPE MAH,160,106
719,2022,SİLİVRİ,ÇAYIRDERE MAH,24,24
720,2022,SİLİVRİ,ÇELTİK MAH,52,51
721,2022,SİLİVRİ,DANAMANDIRA MAH,11,10
722,2022,SİLİVRİ,DEĞİRMENKÖY FEVZİPAŞA MAH,27,15
723,2022,SİLİVRİ,DEĞİRMENKÖY İSMETPAŞA MAH,31,20
724,2022,SİLİVRİ,FATİH MAH,13,9
725,2022,SİLİVRİ,FENER MAH,60,34
726,2022,SİLİVRİ,GAZİTEPE MAH,34,31
727,2022,SİLİVRİ,GÜMÜŞYAKA MAH,263,198
728,2022,SİLİVRİ,KADIKÖY MAH,14,9
729,2022,SİLİVRİ,KAVAKLI HÜRRİYET MAH,45,42
730,2022,SİLİVRİ,KAVAKLI İSTİKLAL MAH,41,35
731,2022,SİLİVRİ,KURFALLI MAH,2,2
732,2022,SİLİVRİ,KÜÇÜK KILIÇLI MAH,18,7
733,2022,SİLİVRİ,MİMAR SİNAN MAH,575,391
734,2022,SİLİVRİ,ORTAKÖY MAH,110,81
735,2022,SİLİVRİ,PİRİ MEHMET PAŞA MAH,38,32
736,2022,SİLİVRİ,SAYALAR MAH,6,6
737,2022,SİLİVRİ,SELİMPAŞA MAH,548,475
738,2022,SİLİVRİ,SEMİZKUMLAR MAH,163,107
739,2022,SİLİVRİ,SEYMEN MAH,14,9
740,2022,SİLİVRİ,YENİ MAH,333,242
741,2022,SİLİVRİ,YOLÇATI MAH,3,3
742,2022,SULTANBEYLİ,ABDURRAHMANGAZİ MAH,116,116
743,2022,SULTANBEYLİ,ADİL MAH,59,58
744,2022,SULTANBEYLİ,AHMET YESEVİ MAH,101,101
745,2022,SULTANBEYLİ,AKŞEMSETTİN MAH,56,56
746,2022,SULTANBEYLİ,BATTALGAZİ MAH,147,147
747,2022,SULTANBEYLİ,FATİH MAH,30,30
748,2022,SULTANBEYLİ,HAMİDİYE MAH,59,59
749,2022,SULTANBEYLİ,HASANPAŞA MAH,58,58
750,2022,SULTANBEYLİ,MECİDİYE MAH,19,19
751,2022,SULTANBEYLİ,MEHMET AKİF MAH,160,160
752,2022,SULTANBEYLİ,MİMAR SİNAN MAH,40,40
753,2022,SULTANBEYLİ,NECİP FAZIL MAH,122,122
754,2022,SULTANBEYLİ,ORHANGAZİ MAH,36,36
755,2022,SULTANBEYLİ,TURGUT REİS MAH,35,35
756,2022,SULTANBEYLİ,YAVUZ SELİM MAH,16,16
757,2022,SULTANGAZİ,CEBECİ MAH,189,189
758,2022,SULTANGAZİ,CUMHURİYET MAH,24,24
759,2022,SULTANGAZİ,ESENTEPE MAH,273,273
760,2022,SULTANGAZİ,ESKİ HABİPLER MAH,125,125
761,2022,SULTANGAZİ,GAZİ MAH,176,176
762,2022,SULTANGAZİ,HABİBLER MAH,80,80
763,2022,SULTANGAZİ,İSMETPAŞA MAH,179,179
764,2022,SULTANGAZİ,MALKOÇOĞLU MAH,38,38
765,2022,SULTANGAZİ,SULTANÇİFTLİĞİ MAH.,194,194
766,2022,SULTANGAZİ,UĞUR MUMCU MAH,197,197
767,2022,SULTANGAZİ,YAYLA MAH.,15,15
768,2022,SULTANGAZİ,YUNUS EMRE MAH,337,337
769,2022,SULTANGAZİ,ZÜBEYDE HANIM MAH.,199,199
770,2022,SULTANGAZİ,50.YIL MAH.,212,212
771,2022,SULTANGAZİ,75.YIL MAH,130,130
772,2022,ŞİLE,AĞVA MERKEZ MAH,7,7
773,2022,ŞİLE,AHMETLİ MAH,32,32
774,2022,ŞİLE,AKÇAKESE MAH,18,18
775,2022,ŞİLE,ALACALI MAH,3,3
776,2022,ŞİLE,AVCIKORU MAH,2,2
777,2022,ŞİLE,BALİBEY MAH,53,53
778,2022,ŞİLE,BIÇKIDERE MAH,2,2
779,2022,ŞİLE,BOZGOCA MAH,3,3
780,2022,ŞİLE,BUCAKLI MAH,7,7
781,2022,ŞİLE,ÇATAKLI MAH,1,1
782,2022,ŞİLE,ÇAVUŞ MAH,82,82
783,2022,ŞİLE,ÇAYIRBAŞI MAH,17,17
784,2022,ŞİLE,ÇELEBİ MAH,1,1
785,2022,ŞİLE,ÇENGİLLİ MAH,1,1
786,2022,ŞİLE,DARLIK MAH,4,4
787,2022,ŞİLE,DEĞİRMENÇAYIRI MAH,6,6
788,2022,ŞİLE,DOĞANCILI MAH,13,13
789,2022,ŞİLE,ERENLER MAH,1,1
790,2022,ŞİLE,GEREDELİ MAH,9,9
791,2022,ŞİLE,GÖÇE MAH,14,14
792,2022,ŞİLE,GÖKMAŞLI MAH,1,1
793,2022,ŞİLE,GÖKSU MAH,4,4
794,2022,ŞİLE,HACI KASIM MAH,11,11
795,2022,ŞİLE,HACILLI MAH,1,1
796,2022,ŞİLE,HASANLI MAH,1,1
797,2022,ŞİLE,İMRENDERE MAH,21,21
798,2022,ŞİLE,İMRENLİ MAH,6,6
799,2022,ŞİLE,İSAKÖY MAH,6,6
800,2022,ŞİLE,KABAKOZ MAH,40,40
801,2022,ŞİLE,KADIKÖY MAH,2,2
802,2022,ŞİLE,KALEM MAH,1,1
803,2022,ŞİLE,KARABEYLİ MAH,3,3
804,2022,ŞİLE,KARACAKÖY MAH,7,7
805,2022,ŞİLE,KARAMANDERE MAH,3,3
806,2022,ŞİLE,KERVANSARAY MAH,2,2
807,2022,ŞİLE,KIZILCA MAH,3,3
808,2022,ŞİLE,KUMBABA MAH,41,41
809,2022,ŞİLE,KURFALLI MAH,1,1
810,2022,ŞİLE,KURNA MAH,4,4
811,2022,ŞİLE,MEŞRUTİYET MAH,30,30
812,2022,ŞİLE,OSMANKÖY MAH,3,3
813,2022,ŞİLE,SAHİLKÖY MAH,22,22
814,2022,ŞİLE,SATMAZLI MAH,1,1
815,2022,ŞİLE,SOFULAR MAH,3,3
816,2022,ŞİLE,SOĞULLU MAH,1,1
817,2022,ŞİLE,SORTULLU MAH,1,1
818,2022,ŞİLE,TEKE MAH,5,5
819,2022,ŞİLE,ULUPELİT MAH,4,4
820,2022,ŞİLE,ÜVEZLİ MAH,2,2
821,2022,ŞİLE,YAKA MAH,6,6
822,2022,ŞİLE,YEŞİLVADİ MAH,9,9
823,2022,ŞİŞLİ,BOZKURT MAH,95,87
824,2022,ŞİŞLİ,CUMHURİYET MAH,129,90
825,2022,ŞİŞLİ,DUATEPE MAH,140,120
826,2022,ŞİŞLİ,ERGENEKON MAH,19,15
827,2022,ŞİŞLİ,ESENTEPE MAH,50,36
828,2022,ŞİŞLİ,ESKİŞEHİR MAH,65,62
829,2022,ŞİŞLİ,FERİKÖY MAH,96,79
830,2022,ŞİŞLİ,FULYA MAH,67,61
831,2022,ŞİŞLİ,GÜLBAHAR MAH,105,91
832,2022,ŞİŞLİ,HALASKARGAZİ MAH,57,46
833,2022,ŞİŞLİ,HALİDE EDİP ADIVAR MAH,121,107
834,2022,ŞİŞLİ,HALİL RIFAT PAŞA MAH,16,14
835,2022,ŞİŞLİ,HARBİYE MAH,28,28
836,2022,ŞİŞLİ,İNÖNÜ MAH,19,17
837,2022,ŞİŞLİ,İZZET PAŞA MAH,113,104
838,2022,ŞİŞLİ,KAPTANPAŞA MAH,5,5
839,2022,ŞİŞLİ,KUŞTEPE MAH,73,73
840,2022,ŞİŞLİ,MAHMUT ŞEVKET PAŞA MAH,69,68
841,2022,ŞİŞLİ,MECİDİYEKÖY MAH,120,111
842,2022,ŞİŞLİ,MERKEZ MAH,255,187
843,2022,ŞİŞLİ,MEŞRUTİYET MAH,121,97
844,2022,ŞİŞLİ,PAŞA MAH,58,56
845,2022,ŞİŞLİ,TEŞVİKİYE MAH,56,45
846,2022,ŞİŞLİ,YAYLA MAH,12,10
847,2022,ŞİŞLİ,19 MAYIS MAH,109,80
848,2022,TUZLA,AKFIRAT MAH.,38,38
849,2022,TUZLA,ANADOLU MAH.,6,6
850,2022,TUZLA,AYDINLI - BİRLİK OSB,2,2
851,2022,TUZLA,AYDINLI MAH,346,346
852,2022,TUZLA,AYDINTEPE MAH,107,107
853,2022,TUZLA,CAMİ MAH,38,34
854,2022,TUZLA,EVLİYA ÇELEBİ MAH,51,40
855,2022,TUZLA,FATİH MAH.,5,5
856,2022,TUZLA,İÇMELER MAH,28,28
857,2022,TUZLA,İSTASYON MAH,120,66
858,2022,TUZLA,MESCİT MAH.,21,21
859,2022,TUZLA,MİMAR SİNAN MAH,125,125
860,2022,TUZLA,ORHANLI MAH,14,14
861,2022,TUZLA,ORTA MAH.,55,55
862,2022,TUZLA,POSTANE MAH,81,76
863,2022,TUZLA,ŞİFA MAH,137,137
864,2022,TUZLA,TEPEÖREN MAH.,80,80
865,2022,TUZLA,YAYLA MAH,188,95
866,2022,ÜMRANİYE,ADEM YAVUZ MAH,74,74
867,2022,ÜMRANİYE,ALTINŞEHİR MAH,132,132
868,2022,ÜMRANİYE,ARMAĞANEVLER MAH,106,106
869,2022,ÜMRANİYE,AŞAĞI DUDULLU MAH,59,59
870,2022,ÜMRANİYE,ATAKENT MAH,109,109
871,2022,ÜMRANİYE,ATATÜRK MAH,158,158
872,2022,ÜMRANİYE,CEMİL MERİÇ MAH,184,184
873,2022,ÜMRANİYE,ÇAKMAK MAH,180,180
874,2022,ÜMRANİYE,ÇAMLIK MAH,73,73
875,2022,ÜMRANİYE,DUDULLU OSB,28,28
876,2022,ÜMRANİYE,DUMLUPINAR MAH,12,12
877,2022,ÜMRANİYE,ELMALIKENT MAH,65,65
878,2022,ÜMRANİYE,ESENEVLER MAH,86,86
879,2022,ÜMRANİYE,ESENKENT MAH,103,103
880,2022,ÜMRANİYE,ESENŞEHİR MAH,102,102
881,2022,ÜMRANİYE,FATİH SULTAN MEHMET MAH,10,10
882,2022,ÜMRANİYE,HEKİMBAŞI MAH,15,15
883,2022,ÜMRANİYE,HUZUR MAH,54,54
884,2022,ÜMRANİYE,IHLAMURKUYU MAH,157,157
885,2022,ÜMRANİYE,İNKILAP MAH,80,80
886,2022,ÜMRANİYE,İSTİKLAL MAH,348,348
887,2022,ÜMRANİYE,KAZIM KARABEKİR MAH,77,77
888,2022,ÜMRANİYE,MADENLER MAH,34,34
889,2022,ÜMRANİYE,MEHMET AKİF MAH,90,90
890,2022,ÜMRANİYE,NAMIK KEMAL MAH,100,100
891,2022,ÜMRANİYE,NECİP FAZIL MAH,233,233
892,2022,ÜMRANİYE,PARSELLER MAH,60,60
893,2022,ÜMRANİYE,SARAY MAH,13,13
894,2022,ÜMRANİYE,SİTE MAH,138,138
895,2022,ÜMRANİYE,ŞERİFALİ MAH,48,48
896,2022,ÜMRANİYE,TANTAVİ MAH,66,66
897,2022,ÜMRANİYE,TATLISU MAH,68,68
898,2022,ÜMRANİYE,TEPEÜSTÜ MAH,155,155
899,2022,ÜMRANİYE,TOPAĞACI MAH,33,33
900,2022,ÜMRANİYE,YAMANEVLER MAH,38,38
901,2022,ÜMRANİYE,YENİŞEHİR MAH,45,45
902,2022,ÜMRANİYE,YUKARI DUDULLU MAH,158,158
903,2022,ÜSKÜDAR,ACIBADEM MAH,38,38
