_id,Yil,Ilce,Mahalle,Gelen Ariza,Giderilen Ariza
440,2023,FATİH,ŞEHSUVAR BEY MAH,183,183
441,2023,G.O.PAŞA,BARBAROS HAYRETTİN PAŞA MAH.,1002,1002
442,2023,G.O.PAŞA,BAĞLARBAŞI MAH,505,505
443,2023,G.O.PAŞA,FEVZİ ÇAKMAK MAH,504,504
444,2023,G.O.PAŞA,HÜRRİYET MAH,438,438
445,2023,G.O.PAŞA,KARADENİZ MAH,1219,1219
446,2023,G.O.PAŞA,KARAYOLLARI MAH.,1036,1035
447,2023,G.O.PAŞA,KARLITEPE MAH,350,350
448,2023,G.O.PAŞA,KAZIM KARABEKİR MAH.,933,933
449,2023,G.O.PAŞA,MERKEZ MAH,504,504
450,2023,G.O.PAŞA,MEVLANA MAH,492,492
451,2023,G.O.PAŞA,PAZARİÇİ MAH,208,208
452,2023,G.O.PAŞA,SARIGÖL MAH,555,555
453,2023,G.O.PAŞA,YENİ MAHALLE MAH,821,821
454,2023,G.O.PAŞA,YENİDOĞAN MAH,215,215
455,2023,G.O.PAŞA,YILDIZTABYA MAH,572,572
456,2023,G.O.PAŞA,ŞEMSİPAŞA MAH,276,276
457,2023,GÜNGÖREN,ABDURRAHMAN NAFİZ GÜRMAN MAH,78,78
458,2023,GÜNGÖREN,AKINCILAR MAH,132,131
459,2023,GÜNGÖREN,GENÇOSMAN MAH,346,346
460,2023,GÜNGÖREN,GÜNEŞTEPE MAH,305,305
461,2023,GÜNGÖREN,GÜVEN MAH,147,147
462,2023,GÜNGÖREN,HAZNEDAR MAH,123,123
463,2023,GÜNGÖREN,MAREŞAL ÇAKMAK MAH,237,237
464,2023,GÜNGÖREN,MEHMET NESİH ÖZMEN MAH,222,222
465,2023,GÜNGÖREN,MERKEZ MAH,310,310
466,2023,GÜNGÖREN,SANAYİ MAH,427,427
467,2023,GÜNGÖREN,TOZKOPARAN MAH,353,353
468,2023,K.ÇEKMECE,ATAKENT MAH,461,459
469,2023,K.ÇEKMECE,ATATÜRK MAH,966,966
470,2023,K.ÇEKMECE,BEŞYOL MAH,56,56
471,2023,K.ÇEKMECE,CENNET MAH,487,487
472,2023,K.ÇEKMECE,CUMHURİYET MAH,580,580
473,2023,K.ÇEKMECE,FATİH MAH,514,510
474,2023,K.ÇEKMECE,FEVZİ ÇAKMAK MAH,259,259
475,2023,K.ÇEKMECE,GÜLTEPE MAH,235,235
476,2023,K.ÇEKMECE,HALKALI MERKEZ MAH,1328,1327
477,2023,K.ÇEKMECE,KANARYA MAH,936,936
478,2023,K.ÇEKMECE,KARTALTEPE MAH,320,320
479,2023,K.ÇEKMECE,KEMALPASA MAH,233,233
480,2023,K.ÇEKMECE,KÜÇÜKÇEKMECE İKİTELLİOSB,18,18
481,2023,K.ÇEKMECE,MEHMET AKİF MAH,1112,1112
482,2023,K.ÇEKMECE,SULTAN MURAT MAH,168,168
483,2023,K.ÇEKMECE,SÖĞÜTLÜ ÇEŞME MAH,578,578
484,2023,K.ÇEKMECE,TEVFİKBEY MAH,700,700
485,2023,K.ÇEKMECE,YARIMBURGAZ MAH,399,399
486,2023,K.ÇEKMECE,YENİ MAHALLE MAH,371,371
487,2023,K.ÇEKMECE,YEŞİLOVA MAH,358,358
488,2023,K.ÇEKMECE,İNÖNÜ MAH,1187,1187
489,2023,K.ÇEKMECE,İSTASYON MAH,706,706
490,2023,KADIKÖY,19 MAYIS MAH,423,423
491,2023,KADIKÖY,ACIBADEM MAH,951,951
492,2023,KADIKÖY,BOSTANCI MAH,1254,1254
493,2023,KADIKÖY,CADDEBOSTAN MAH,445,445
494,2023,KADIKÖY,CAFERAĞA MAH,609,609
495,2023,KADIKÖY,DUMLUPINAR MAH,328,328
496,2023,KADIKÖY,ERENKÖY MAH,793,793
497,2023,KADIKÖY,EĞİTİM MAH,778,778
498,2023,KADIKÖY,FENERBAHÇE MAH,595,595
499,2023,KADIKÖY,FENERYOLU MAH,914,914
500,2023,KADIKÖY,FİKİRTEPE MAH,449,449
501,2023,KADIKÖY,GÖZTEPE MAH,1198,1198
502,2023,KADIKÖY,HASANPAŞA MAH,906,906
503,2023,KADIKÖY,KADIKÖY-STANDARTDIŞI ADRES,1,1
504,2023,KADIKÖY,KOZYATAĞI MAH,796,796
505,2023,KADIKÖY,KOŞUYOLU MAH,401,401
506,2023,KADIKÖY,MERDİVENKÖY MAH,1150,1150
507,2023,KADIKÖY,OSMANAĞA MAH,640,640
508,2023,KADIKÖY,RASİMPAŞA MAH,366,366
509,2023,KADIKÖY,SAHRAYICEDİT MAH,657,657
510,2023,KADIKÖY,SUADİYE MAH,746,746
511,2023,KADIKÖY,ZÜHTÜPAŞA MAH,220,220
512,2023,KARTAL,ATALAR MAH,247,208
513,2023,KARTAL,CEVİZLİ MAH,269,254
514,2023,KARTAL,CUMHURİYET MAH,419,419
515,2023,KARTAL,ESENTEPE MAH,248,238
516,2023,KARTAL,GÜMÜŞPINAR MAH,258,258
517,2023,KARTAL,HÜRRİYET MAH,862,862
518,2023,KARTAL,KARLIKTEPE MAH,259,259
519,2023,KARTAL,KORDONBOYU MAH,129,129
520,2023,KARTAL,ORHANTEPE MAH,494,494
521,2023,KARTAL,ORTA MAH,319,319
522,2023,KARTAL,PETROL İŞ MAH,208,208
523,2023,KARTAL,SOĞANLIK YENİ MAH,299,299
524,2023,KARTAL,TOPSELVİ MAH,309,309
525,2023,KARTAL,UĞUR MUMCU MAH,106,106
526,2023,KARTAL,YAKACIK YENİ MAH,248,248
527,2023,KARTAL,YAKACIK ÇARŞI MAH,217,217
528,2023,KARTAL,YALI MAH,239,238
529,2023,KARTAL,YUKARI MAH,109,109
530,2023,KARTAL,YUNUS MAH,211,211
531,2023,KARTAL,ÇAVUŞOĞLU MAH,232,232
532,2023,KAĞITHANE,EMNİYET EVLERİ MAH,133,133
533,2023,KAĞITHANE,GÜLTEPE MAH,208,208
534,2023,KAĞITHANE,GÜRSEL MAH,487,487
535,2023,KAĞITHANE,HAMİDİYE MAH,408,408
536,2023,KAĞITHANE,HARMANTEPE MAH,280,280
537,2023,KAĞITHANE,HÜRRİYET MAH,431,431
538,2023,KAĞITHANE,KAĞITHANE-STANDARTDIŞI ADRES,7,7
539,2023,KAĞITHANE,MEHMET AKİF ERSOY MAH.,193,193
540,2023,KAĞITHANE,MERKEZ MAH,815,815
541,2023,KAĞITHANE,NURTEPE MAH,277,277
542,2023,KAĞITHANE,ORTABAYIR MAH,217,217
543,2023,KAĞITHANE,SEYRANTEPE MAH,396,396
544,2023,KAĞITHANE,SULTAN SELİM MAH,350,350
545,2023,KAĞITHANE,TALATPAŞA MAH,506,506
546,2023,KAĞITHANE,TELSİZLER MAH,206,206
547,2023,KAĞITHANE,YAHYA KEMAL MAH,307,307
548,2023,KAĞITHANE,YEŞİLCE MAH,214,214
549,2023,KAĞITHANE,ÇAĞLAYAN MAH,528,528
550,2023,KAĞITHANE,ÇELİKTEPE MAH,349,349
551,2023,KAĞITHANE,ŞİRİNTEPE MAH,389,389
552,2023,MALTEPE,ALTAYÇEŞME MAH,150,150
553,2023,MALTEPE,ALTINTEPE MAH,494,494
554,2023,MALTEPE,AYDINEVLER MAH,369,368
555,2023,MALTEPE,BAĞLARBAŞI MAH,537,536
556,2023,MALTEPE,BAŞIBÜYÜK MAH,533,533
557,2023,MALTEPE,BÜYÜKBAKKALKÖY MAH,48,48
558,2023,MALTEPE,CEVİZLİ MAH,461,461
559,2023,MALTEPE,ESENKENT MAH,608,608
560,2023,MALTEPE,FEYZULLAH MAH,156,154
561,2023,MALTEPE,FINDIKLI MAH,679,679
562,2023,MALTEPE,GÜLENSU MAH,583,583
563,2023,MALTEPE,GÜLSUYU MAH,427,427
564,2023,MALTEPE,GİRNE MAH,180,180
565,2023,MALTEPE,KÜÇÜKYALI MERKEZ MAH,373,373
566,2023,MALTEPE,YALI MAH,127,127
567,2023,MALTEPE,ZÜMRÜTEVLER MAH,975,975
568,2023,MALTEPE,ÇINAR MAH,553,553
569,2023,MALTEPE,İDEALTEPE MAH,319,319
570,2023,PENDİK,AHMET YESEVİ MAH,584,584
571,2023,PENDİK,BAHÇELİEVLER MAH,233,233
572,2023,PENDİK,BALLICA MAH,92,92
573,2023,PENDİK,BATI MAH,257,257
574,2023,PENDİK,DOĞU MAH,309,309
575,2023,PENDİK,DUMLUPINAR MAH,622,622
576,2023,PENDİK,EMİRLİ MAH,41,41
577,2023,PENDİK,ERTUĞRUL GAZİ MAH.,571,571
578,2023,PENDİK,ESENLER MAH,329,329
579,2023,PENDİK,ESENYALI MAH,420,420
580,2023,PENDİK,FATİH MAH,511,511
581,2023,PENDİK,FEVZİ ÇAKMAK MAH,649,649
582,2023,PENDİK,GÖÇBEYLİ MAH,196,196
583,2023,PENDİK,GÜLLÜ BAĞLAR MAH,300,300
584,2023,PENDİK,GÜZELYALI MAH,695,695
585,2023,PENDİK,HARMANDERE MAH,170,170
586,2023,PENDİK,KAVAKPINAR MAH,1226,1226
587,2023,PENDİK,KAYNARCA MAH,439,439
588,2023,PENDİK,KURNA MAH,50,50
589,2023,PENDİK,KURTDOĞMUŞ MAH,58,58
590,2023,PENDİK,KURTKÖY MAH,701,701
591,2023,PENDİK,ORHANGAZİ MAH,688,688
592,2023,PENDİK,ORTA MAH,326,326
593,2023,PENDİK,RAMAZANOĞLU MAH,293,293
594,2023,PENDİK,SANAYİ MAH,86,86
595,2023,PENDİK,SAPAN BAĞLARI MAH,141,141
596,2023,PENDİK,SÜLÜNTEPE MAH,651,651
597,2023,PENDİK,VELİBABA MAH,821,821
598,2023,PENDİK,YAYALAR MAH,236,236
599,2023,PENDİK,YENİ MAH,168,168
600,2023,PENDİK,YENİŞEHİR MAH.,463,463
601,2023,PENDİK,YEŞİLBAĞLAR MAH,131,131
602,2023,PENDİK,ÇAMLIK MAH,242,241
603,2023,PENDİK,ÇAMÇEŞME MAH,511,510
604,2023,PENDİK,ÇINARDERE MAH,455,455
605,2023,PENDİK,ŞEYHLİ MAH,446,446
606,2023,SANCAKTEPE,ABDURRAHMANGAZİ MAH.,353,351
607,2023,SANCAKTEPE,AKPINAR MAH.,218,218
608,2023,SANCAKTEPE,ATATÜRK MAH,344,344
609,2023,SANCAKTEPE,EMEK MAH,235,235
610,2023,SANCAKTEPE,EYÜP SULTAN MAH.,308,308
611,2023,SANCAKTEPE,FATİH MAH.,290,290
612,2023,SANCAKTEPE,HİLAL MAH.,127,127
613,2023,SANCAKTEPE,KEMAL TÜRKLER MAH,211,210
614,2023,SANCAKTEPE,MECLİS MAH,262,262
615,2023,SANCAKTEPE,MERVE MAH.,262,262
616,2023,SANCAKTEPE,MEVLANA MAH.,289,288
617,2023,SANCAKTEPE,OSMANGAZİ MAH.,452,452
618,2023,SANCAKTEPE,PAŞAKÖY MAH.,68,68
619,2023,SANCAKTEPE,SAFA MAH.,186,186
620,2023,SANCAKTEPE,SARIGAZİ MAH.,208,208
621,2023,SANCAKTEPE,VEYSEL KARANİ MAH.,239,239
622,2023,SANCAKTEPE,YENİDOĞAN MAH.,229,229
623,2023,SANCAKTEPE,YUNUSEMRE MAH.,275,275
624,2023,SANCAKTEPE,İNÖNÜ MAH,208,208
625,2023,SARIYER,AYAZAĞA MAH.,1077,1077
626,2023,SARIYER,BAHÇEKÖY KEMER MAH,49,49
627,2023,SARIYER,BAHÇEKÖY MERKEZ MAH.,51,49
628,2023,SARIYER,BAHÇEKÖY YENİ MAH,52,52
629,2023,SARIYER,BALTALİMANI MAH,270,270
630,2023,SARIYER,BÜYÜKDERE MAH,369,369
631,2023,SARIYER,CUMHURİYET MAH,398,396
632,2023,SARIYER,DARÜŞŞAFAKA MAH,131,128
633,2023,SARIYER,DEMİRCİKÖY MAH,41,40
634,2023,SARIYER,EMİRGAN MAH,359,359
635,2023,SARIYER,FATİH SULTAN MEHMET MAH.,1162,1153
636,2023,SARIYER,FERAHEVLER MAH,567,567
637,2023,SARIYER,GARİPÇE MAH,51,51
638,2023,SARIYER,GÜMÜŞDERE MAH,100,100
639,2023,SARIYER,HUZUR MAH.,163,163
640,2023,SARIYER,KAZIM KARABEKİR PAŞA MAH,406,406
641,2023,SARIYER,KISIRKAYA MAH,108,108
642,2023,SARIYER,KOCATAŞ MAH,324,324
643,2023,SARIYER,KUMKÖY (KİLYOS) MAH,229,229
644,2023,SARIYER,KİREÇBURNU MAH,166,164
645,2023,SARIYER,MADEN MAH,557,555
646,2023,SARIYER,MASLAK MAH.,266,266
647,2023,SARIYER,PINAR MAH,538,538
648,2023,SARIYER,POLİGON MAH,132,132
649,2023,SARIYER,PTT EVLERİ MAH,207,207
650,2023,SARIYER,REŞİTPAŞA MAH,445,445
651,2023,SARIYER,RUMELİFENERİ MAH,98,98
652,2023,SARIYER,RUMELİHİSARI MAH,233,233
653,2023,SARIYER,RUMELİKAVAĞI MAH,258,257
654,2023,SARIYER,SARIYER MERKEZ MAH,371,371
655,2023,SARIYER,TARABYA MAH,375,372
656,2023,SARIYER,USKUMRUKÖY MAH,257,257
657,2023,SARIYER,YENİ MAH,134,133
658,2023,SARIYER,YENİKÖY MAH,613,580
659,2023,SARIYER,ZEKERİYAKÖY MAH,761,760
660,2023,SARIYER,ÇAMLITEPE MAH,527,527
661,2023,SARIYER,ÇAYIRBAŞI MAH,193,193
662,2023,SARIYER,İSTİNYE MAH,614,614
663,2023,SULTANBEYLİ,ABDURRAHMANGAZİ MAH,289,287
664,2023,SULTANBEYLİ,ADİL MAH,163,163
665,2023,SULTANBEYLİ,AHMET YESEVİ MAH,147,146
666,2023,SULTANBEYLİ,AKŞEMSETTİN MAH,121,121
667,2023,SULTANBEYLİ,BATTALGAZİ MAH,311,311
668,2023,SULTANBEYLİ,FATİH MAH,187,187
669,2023,SULTANBEYLİ,HAMİDİYE MAH,187,187
670,2023,SULTANBEYLİ,HASANPAŞA MAH,202,202
671,2023,SULTANBEYLİ,MECİDİYE MAH,244,244
672,2023,SULTANBEYLİ,MEHMET AKİF MAH,321,321
673,2023,SULTANBEYLİ,MİMAR SİNAN MAH,224,224
674,2023,SULTANBEYLİ,NECİP FAZIL MAH,269,269
675,2023,SULTANBEYLİ,ORHANGAZİ MAH,172,172
676,2023,SULTANBEYLİ,TURGUT REİS MAH,184,184
677,2023,SULTANBEYLİ,YAVUZ SELİM MAH,163,163
678,2023,SULTANGAZİ,50.YIL MAH.,1097,1097
679,2023,SULTANGAZİ,75.YIL MAH,462,462
680,2023,SULTANGAZİ,CEBECİ MAH,1062,1062
681,2023,SULTANGAZİ,CUMHURİYET MAH,184,184
682,2023,SULTANGAZİ,ESENTEPE MAH,1001,1001
683,2023,SULTANGAZİ,ESKİ HABİPLER MAH,149,149
684,2023,SULTANGAZİ,GAZİ MAH,714,714
685,2023,SULTANGAZİ,HABİBLER MAH,374,374
686,2023,SULTANGAZİ,MALKOÇOĞLU MAH,191,191
687,2023,SULTANGAZİ,SULTANÇİFTLİĞİ MAH.,440,440
688,2023,SULTANGAZİ,UĞUR MUMCU MAH,675,675
689,2023,SULTANGAZİ,YAYLA MAH.,231,231
690,2023,SULTANGAZİ,YUNUS EMRE MAH,695,695
691,2023,SULTANGAZİ,ZÜBEYDE HANIM MAH.,1236,1236
692,2023,SULTANGAZİ,İSMETPAŞA MAH,906,906
693,2023,SİLİVRİ,AKÖREN MAH,420,420
694,2023,SİLİVRİ,ALİBEY MAH,544,544
695,2023,SİLİVRİ,ALİPAŞA MAH,88,88
696,2023,SİLİVRİ,BEKİRLİ MAH,31,31
697,2023,SİLİVRİ,BEYCİLER MAH,100,100
698,2023,SİLİVRİ,BÜYÜK KILIÇLI MAH,74,74
699,2023,SİLİVRİ,BÜYÜK SİNEKLİ MAH,59,59
700,2023,SİLİVRİ,BÜYÜK ÇAVUŞLU MAH,244,244
701,2023,SİLİVRİ,BÜYÜKÇAVUŞLU-STANDARTDIŞI ADRES,1,1
702,2023,SİLİVRİ,CUMHURİYET MAH,748,748
703,2023,SİLİVRİ,DANAMANDIRA MAH,91,91
704,2023,SİLİVRİ,DEĞİRMENKÖY FEVZİPAŞA MAH,255,255
705,2023,SİLİVRİ,DEĞİRMENKÖY İSMETPAŞA MAH,130,130
706,2023,SİLİVRİ,FATİH MAH,165,165
707,2023,SİLİVRİ,FENER MAH,171,171
708,2023,SİLİVRİ,GAZİTEPE MAH,125,125
709,2023,SİLİVRİ,GÜMÜŞYAKA MAH,2266,2266
710,2023,SİLİVRİ,KADIKÖY MAH,43,43
711,2023,SİLİVRİ,KAVAKLI HÜRRİYET MAH,205,205
712,2023,SİLİVRİ,KAVAKLI İSTİKLAL MAH,133,133
713,2023,SİLİVRİ,KURFALLI MAH,65,65
714,2023,SİLİVRİ,KÜÇÜK KILIÇLI MAH,72,72
715,2023,SİLİVRİ,KÜÇÜK SİNEKLİ MAH,11,11
716,2023,SİLİVRİ,MİMAR SİNAN MAH,1019,1019
717,2023,SİLİVRİ,ORTAKÖY MAH,501,501
718,2023,SİLİVRİ,PİRİ MEHMET PAŞA MAH,297,297
719,2023,SİLİVRİ,SAYALAR MAH,26,26
720,2023,SİLİVRİ,SELİMPAŞA MAH,1329,1329
721,2023,SİLİVRİ,SEMİZKUMLAR MAH,1153,1153
722,2023,SİLİVRİ,SEYMEN MAH,54,54
723,2023,SİLİVRİ,YENİ MAH,612,612
724,2023,SİLİVRİ,YOLÇATI MAH,30,30
725,2023,SİLİVRİ,ÇANTA BALABAN MAH,1199,1199
726,2023,SİLİVRİ,ÇANTA SANCAKTEPE MAH,739,739
727,2023,SİLİVRİ,ÇAYIRDERE MAH,124,124
728,2023,SİLİVRİ,ÇELTİK MAH,69,69
729,2023,TUZLA,AKFIRAT MAH.,186,186
730,2023,TUZLA,ANADOLU MAH.,35,35
731,2023,TUZLA,AYDINLI - BİRLİK OSB,10,10
732,2023,TUZLA,AYDINLI - İSTANBUL AYOSB,2,2
733,2023,TUZLA,AYDINLI MAH,696,690
734,2023,TUZLA,AYDINTEPE MAH,399,397
735,2023,TUZLA,CAMİ MAH,112,112
736,2023,TUZLA,DERİ OSB,2,2
737,2023,TUZLA,EVLİYA ÇELEBİ MAH,143,143
738,2023,TUZLA,FATİH MAH.,43,43
739,2023,TUZLA,MESCİT MAH.,83,83
740,2023,TUZLA,MİMAR SİNAN MAH,319,319
741,2023,TUZLA,ORHANLI MAH,126,126
742,2023,TUZLA,ORTA MAH.,155,155
743,2023,TUZLA,POSTANE MAH,415,415
744,2023,TUZLA,TEPEÖREN MAH.,427,427
745,2023,TUZLA,YAYLA MAH,264,264
746,2023,TUZLA,İSTASYON MAH,234,234
747,2023,TUZLA,İÇMELER MAH,482,477
748,2023,TUZLA,ŞİFA MAH,325,325
749,2023,ZEYTİNBURNU,BEŞTELSİZ MAH,335,335
750,2023,ZEYTİNBURNU,GÖKALP MAH,207,207
751,2023,ZEYTİNBURNU,KAZLIÇEŞME MAH,162,162
752,2023,ZEYTİNBURNU,MALTEPE MAH,206,206
753,2023,ZEYTİNBURNU,MERKEZEFENDİ MAH,358,358
754,2023,ZEYTİNBURNU,NURİPAŞA MAH,208,208
755,2023,ZEYTİNBURNU,SEYİTNİZAM MAH,260,260
756,2023,ZEYTİNBURNU,SÜMER MAH,341,341
757,2023,ZEYTİNBURNU,TELSİZ MAH,343,343
758,2023,ZEYTİNBURNU,VELİEFENDİ MAH,251,251
759,2023,ZEYTİNBURNU,YENİDOĞAN MAH,135,135
760,2023,ZEYTİNBURNU,YEŞİLTEPE MAH,138,138
761,2023,ZEYTİNBURNU,ÇIRPICI MAH,268,268
762,2023,ÇATALCA,AKALAN MAH,49,49
763,2023,ÇATALCA,ATATÜRK MAH.,239,239
764,2023,ÇATALCA,AYDINLAR MAH,76,76
765,2023,ÇATALCA,BAHŞAYİŞ MAH.,58,58
766,2023,ÇATALCA,BAŞAK MAH,63,63
767,2023,ÇATALCA,BELGRAT MAH,49,49
768,2023,ÇATALCA,CELEPKÖY MAH,30,30
769,2023,ÇATALCA,DAĞYENİCE MAH,33,33
770,2023,ÇATALCA,ELBASAN MAH,38,38
771,2023,ÇATALCA,FATİH MAH.,301,301
772,2023,ÇATALCA,FERHATPAŞA MAH,635,635
773,2023,ÇATALCA,GÖKÇEALİ MAH,137,136
774,2023,ÇATALCA,GÜMÜŞPINAR MAH,68,68
775,2023,ÇATALCA,HALLAÇLI MAH,135,135
776,2023,ÇATALCA,HİSARBEYLİ MAH,18,18
777,2023,ÇATALCA,KABAKÇA MAH,160,157
778,2023,ÇATALCA,KALEİÇİ MAH.,419,418
779,2023,ÇATALCA,KALFA MAH,52,52
780,2023,ÇATALCA,KARACAKÖY MERKEZ MAH.,113,113
781,2023,ÇATALCA,KARAMANDERE MAH,122,122
782,2023,ÇATALCA,KESTANELİK MAH,394,394
783,2023,ÇATALCA,KIZILCAALİ MAH,20,20
784,2023,ÇATALCA,MURATBEY MERKEZ MAH.,62,62
785,2023,ÇATALCA,NAKKAŞ MAH.,67,67
786,2023,ÇATALCA,OKLALI MAH,139,139
787,2023,ÇATALCA,ORMANLI MAH,44,44
788,2023,ÇATALCA,OVAYENİCE MAH.,146,146
789,2023,ÇATALCA,SUBAŞI MAH,170,170
790,2023,ÇATALCA,YALIKÖY MAH,81,81
791,2023,ÇATALCA,YAYLACIK MAH,6,6
792,2023,ÇATALCA,YAZLIK MAH,29,29
793,2023,ÇATALCA,ÇAKIL MAH.,178,178
794,2023,ÇATALCA,ÇANAKÇA MAH,206,206
795,2023,ÇATALCA,ÇİFTLİKKÖY MAH,73,73
796,2023,ÇATALCA,ÖRCÜNLÜ MAH,73,73
797,2023,ÇATALCA,ÖRENCİK MAH,37,37
798,2023,ÇATALCA,İHSANİYE MAH,85,85
799,2023,ÇATALCA,İNCEĞİZ MAH,155,155
800,2023,ÇATALCA,İZZETTİN MAH.,116,116
801,2023,ÇEKMEKÖY,ALEMDAĞ MAH.,150,150
802,2023,ÇEKMEKÖY,AYDINLAR MAH.,208,208
803,2023,ÇEKMEKÖY,CUMHURİYET MAH.,175,175
804,2023,ÇEKMEKÖY,EKŞİOĞLU MAH.,166,166
805,2023,ÇEKMEKÖY,GÜNGÖREN MAH.,172,172
806,2023,ÇEKMEKÖY,HAMİDİYE MAH.,172,172
807,2023,ÇEKMEKÖY,HÜSEYİNLİ MAH.,66,66
808,2023,ÇEKMEKÖY,KOÇULLU MAH.,40,40
809,2023,ÇEKMEKÖY,KİRAZLIDERE MAH.,99,99
810,2023,ÇEKMEKÖY,MEHMET AKİF MAH.,270,270
811,2023,ÇEKMEKÖY,MERKEZ MAH.,414,414
812,2023,ÇEKMEKÖY,MİMAR SİNAN MAH.,210,210
813,2023,ÇEKMEKÖY,NİŞANTEPE MAH.,187,187
814,2023,ÇEKMEKÖY,REŞADİYE MAH.,72,72
815,2023,ÇEKMEKÖY,SIRAPINAR MAH.,73,73
816,2023,ÇEKMEKÖY,SOĞUKPINAR MAH.,130,130
817,2023,ÇEKMEKÖY,SULTANÇİFTLİĞİ MAH.,154,154
818,2023,ÇEKMEKÖY,TAŞDELEN MAH.,96,96
819,2023,ÇEKMEKÖY,ÇAMLIK MAH.,139,139
820,2023,ÇEKMEKÖY,ÇATALMEŞE MAH.,350,350
821,2023,ÇEKMEKÖY,ÖMERLİ MAH.,165,165
822,2023,ÜMRANİYE,ADEM YAVUZ MAH,302,302
823,2023,ÜMRANİYE,ALTINŞEHİR MAH,331,331
824,2023,ÜMRANİYE,ARMAĞANEVLER MAH,568,568
825,2023,ÜMRANİYE,ATAKENT MAH,238,237
826,2023,ÜMRANİYE,ATATÜRK MAH,336,336
827,2023,ÜMRANİYE,AŞAĞI DUDULLU MAH,252,252
828,2023,ÜMRANİYE,CEMİL MERİÇ MAH,923,921
829,2023,ÜMRANİYE,DUDULLU OSB,136,133
830,2023,ÜMRANİYE,DUMLUPINAR MAH,590,590
831,2023,ÜMRANİYE,ELMALIKENT MAH,471,471
832,2023,ÜMRANİYE,ESENEVLER MAH,241,241
833,2023,ÜMRANİYE,ESENKENT MAH,330,330
834,2023,ÜMRANİYE,ESENŞEHİR MAH,231,231
835,2023,ÜMRANİYE,FATİH SULTAN MEHMET MAH,49,49
836,2023,ÜMRANİYE,FİNANSKENT MAH,24,24
837,2023,ÜMRANİYE,HEKİMBAŞI MAH,434,434
838,2023,ÜMRANİYE,HUZUR MAH,248,248
839,2023,ÜMRANİYE,IHLAMURKUYU MAH,350,350
840,2023,ÜMRANİYE,KAZIM KARABEKİR MAH,546,546
841,2023,ÜMRANİYE,MADENLER MAH,138,138
842,2023,ÜMRANİYE,MEHMET AKİF MAH,223,223
843,2023,ÜMRANİYE,NAMIK KEMAL MAH,315,315
844,2023,ÜMRANİYE,NECİP FAZIL MAH,314,314
845,2023,ÜMRANİYE,PARSELLER MAH,228,228
846,2023,ÜMRANİYE,SARAY MAH,97,97
847,2023,ÜMRANİYE,SİTE MAH,225,225
848,2023,ÜMRANİYE,TANTAVİ MAH,146,146
849,2023,ÜMRANİYE,TATLISU MAH,443,443
850,2023,ÜMRANİYE,TEPEÜSTÜ MAH,223,223
851,2023,ÜMRANİYE,TOPAĞACI MAH,768,768
852,2023,ÜMRANİYE,YAMANEVLER MAH,84,84
853,2023,ÜMRANİYE,YENİŞEHİR MAH,289,289
854,2023,ÜMRANİYE,YUKARI DUDULLU MAH,470,470
855,2023,ÜMRANİYE,ÇAKMAK MAH,661,661
856,2023,ÜMRANİYE,ÇAMLIK MAH,322,322
857,2023,ÜMRANİYE,İNKILAP MAH,998,998
858,2023,ÜMRANİYE,İSTİKLAL MAH,543,543
859,2023,ÜMRANİYE,ŞERİFALİ MAH,336,336
860,2023,ÜSKÜDAR,ACIBADEM MAH,469,455
861,2023,ÜSKÜDAR,AHMEDİYE MAH,568,568
862,2023,ÜSKÜDAR,ALTUNİZADE MAH,356,356
863,2023,ÜSKÜDAR,AZİZ MAHMUT HÜDAYİ MAH,471,471
864,2023,ÜSKÜDAR,BAHÇELİEVLER MAH,783,783
865,2023,ÜSKÜDAR,BARBAROS MAH,373,373
866,2023,ÜSKÜDAR,BEYLERBEYİ MAH,259,257
867,2023,ÜSKÜDAR,BULGURLU MAH,330,330
868,2023,ÜSKÜDAR,BURHANİYE MAH,614,614
869,2023,ÜSKÜDAR,CUMHURİYET MAH,920,920
870,2023,ÜSKÜDAR,FERAH MAH,651,651
871,2023,ÜSKÜDAR,GÜZELTEPE MAH,623,623
872,2023,ÜSKÜDAR,KANDİLLİ MAH,69,69
873,2023,ÜSKÜDAR,KISIKLI MAH,694,694
874,2023,ÜSKÜDAR,KULELİ MAH,112,112
875,2023,ÜSKÜDAR,KUZGUNCUK MAH,255,255
876,2023,ÜSKÜDAR,KÜPLÜCE MAH,528,528
877,2023,ÜSKÜDAR,KÜÇÜK ÇAMLICA MAH,458,458
878,2023,ÜSKÜDAR,KÜÇÜKSU MAH,423,423
879,2023,ÜSKÜDAR,KİRAZLITEPE MAH,289,289
880,2023,ÜSKÜDAR,MEHMET AKİF ERSOY MAH,637,637
881,2023,ÜSKÜDAR,MURATREİS MAH,344,344
882,2023,ÜSKÜDAR,MİMAR SİNAN MAH,508,508
883,2023,ÜSKÜDAR,SALACAK MAH,193,193
884,2023,ÜSKÜDAR,SELAMİ ALİ MAH,367,367
885,2023,ÜSKÜDAR,SELİMİYE MAH,203,203
886,2023,ÜSKÜDAR,SULTANTEPE MAH,268,268
887,2023,ÜSKÜDAR,VALİDE-İ ATİK MAH,676,676
888,2023,ÜSKÜDAR,YAVUZTÜRK MAH,950,950
889,2023,ÜSKÜDAR,ZEYNEP KAMİL MAH,324,324
890,2023,ÜSKÜDAR,ÇENGELKÖY MAH,691,691
891,2023,ÜSKÜDAR,ÜNALAN MAH,987,985
